Params	Value	Number	Test_Fold	Model	Descriptors
n_estimators: 100 | max_depth: 5 | learning_rate: 0.007877278 | max_leaves: 0 | subsample: 0.7515639 | colsample_bytree: 0.6194692 | gamma: 1.96813 | reg_alpha: 1.884572 | reg_lambda: 3.897893	0.1692	0	0	XGBClassifier	MACCS
n_estimators: 550 | max_depth: 5 | learning_rate: 0.005966519 | max_leaves: 0 | subsample: 0.5306351 | colsample_bytree: 0.9021996 | gamma: 0.8255954 | reg_alpha: 3.002784 | reg_lambda: 3.091268	0.42143	1	0	XGBClassifier	MACCS
n_estimators: 1000 | max_depth: 2 | learning_rate: 0.07931571 | max_leaves: 9 | subsample: 0.8730157 | colsample_bytree: 0.8302385 | gamma: 4.218303 | reg_alpha: 4.62095 | reg_lambda: 1.532723	0.35636	2	0	XGBClassifier	MACCS
n_estimators: 800 | max_depth: 7 | learning_rate: 0.04897399 | max_leaves: 11 | subsample: 0.8047073 | colsample_bytree: 0.8991612 | gamma: 2.769667 | reg_alpha: 1.006116 | reg_lambda: 3.465501	0.46503	3	0	XGBClassifier	MACCS
n_estimators: 725 | max_depth: 9 | learning_rate: 0.02173813 | max_leaves: 6 | subsample: 0.7700425 | colsample_bytree: 0.7852154 | gamma: 2.592575 | reg_alpha: 3.465849 | reg_lambda: 1.178081	0.42893	4	0	XGBClassifier	MACCS
n_estimators: 700 | max_depth: 6 | learning_rate: 0.01412161 | max_leaves: 8 | subsample: 0.5928687 | colsample_bytree: 0.6752989 | gamma: 3.636087 | reg_alpha: 2.643032 | reg_lambda: 4.721583	0.36238	5	0	XGBClassifier	MACCS
n_estimators: 450 | max_depth: 6 | learning_rate: 0.03238833 | max_leaves: 9 | subsample: 0.6170925 | colsample_bytree: 0.5214938 | gamma: 4.364103 | reg_alpha: 2.135103 | reg_lambda: 4.389239	0.35925	6	0	XGBClassifier	MACCS
n_estimators: 175 | max_depth: 11 | learning_rate: 0.08858483 | max_leaves: 6 | subsample: 0.6945342 | colsample_bytree: 0.7556219 | gamma: 3.575481 | reg_alpha: 1.383591 | reg_lambda: 0.6633969	0.43649	7	0	XGBClassifier	MACCS
n_estimators: 600 | max_depth: 3 | learning_rate: 0.00957311 | max_leaves: 10 | subsample: 0.5002565 | colsample_bytree: 0.6474307 | gamma: 3.332683 | reg_alpha: 0.7316188 | reg_lambda: 3.968706	0.39297	8	0	XGBClassifier	MACCS
n_estimators: 350 | max_depth: 6 | learning_rate: 0.005095729 | max_leaves: 5 | subsample: 0.7298981 | colsample_bytree: 0.6853419 | gamma: 4.23531 | reg_alpha: 1.413325 | reg_lambda: 1.825759	0.21367	9	0	XGBClassifier	MACCS
n_estimators: 975 | max_depth: 9 | learning_rate: 0.04269273 | max_leaves: 12 | subsample: 0.9652825 | colsample_bytree: 0.970384 | gamma: 0.3097104 | reg_alpha: 0.2269925 | reg_lambda: 2.700727	0.53371	10	0	XGBClassifier	MACCS
