Series	Test_Fold	Model	Descriptors	Weight	Metric	Value
Unweighted	3	LogisticRegression	ChemBERTa	Average	Recall	0.34907
Weighted	1	LogisticRegression	ChemBERTa	High	Recall	0.24212
Weighted	1	LogisticRegression	ChemBERTa	Average	Recall	0.28768
Weighted	1	LogisticRegression	ChemBERTa	Unknown	Recall	0.48113
Weighted	1	LogisticRegression	ChemBERTa	Low	Recall	0.30629
Unweighted	1	LogisticRegression	ChemBERTa	High	Recall	0.28187
Unweighted	1	LogisticRegression	ChemBERTa	Average	Recall	0.32805
Unweighted	1	LogisticRegression	ChemBERTa	Unknown	Recall	0.50271
Unweighted	1	LogisticRegression	ChemBERTa	Low	Recall	0.35112
Weighted	4	LogisticRegression	ChemBERTa	Low	Recall	0.38753
Weighted	4	LogisticRegression	ChemBERTa	Average	Recall	0.42082
Weighted	4	LogisticRegression	ChemBERTa	Unknown	Recall	0.57249
Weighted	4	LogisticRegression	ChemBERTa	High	Recall	0.38668
Unweighted	4	LogisticRegression	ChemBERTa	Low	Recall	0.37119
Unweighted	4	LogisticRegression	ChemBERTa	Average	Recall	0.41736
Unweighted	4	LogisticRegression	ChemBERTa	Unknown	Recall	0.60453
Unweighted	4	LogisticRegression	ChemBERTa	High	Recall	0.37475
Weighted	2	LogisticRegression	ChemBERTa	Low	Recall	0.44826
Weighted	2	LogisticRegression	ChemBERTa	Unknown	Recall	0.603
Weighted	2	LogisticRegression	ChemBERTa	High	Recall	0.4454
Weighted	2	LogisticRegression	ChemBERTa	Average	Recall	0.43947
Unweighted	2	LogisticRegression	ChemBERTa	Low	Recall	0.44582
Unweighted	2	LogisticRegression	ChemBERTa	Unknown	Recall	0.61727
Unweighted	2	LogisticRegression	ChemBERTa	High	Recall	0.38291
Unweighted	2	LogisticRegression	ChemBERTa	Average	Recall	0.42255
Weighted	0	LogisticRegression	CDDD	Unknown	Recall	0.66837
Weighted	0	LogisticRegression	CDDD	Average	Recall	0.52823
Weighted	0	LogisticRegression	CDDD	Low	Recall	0.53916
Weighted	0	LogisticRegression	CDDD	High	Recall	0.48743
Unweighted	0	LogisticRegression	CDDD	Unknown	Recall	0.64193
Unweighted	0	LogisticRegression	CDDD	Average	Recall	0.53895
Unweighted	0	LogisticRegression	CDDD	Low	Recall	0.53994
Unweighted	0	LogisticRegression	CDDD	High	Recall	0.51937
Weighted	1	LogisticRegression	CDDD	Average	Recall	0.40058
Weighted	1	LogisticRegression	CDDD	Unknown	Recall	0.56019
Weighted	1	LogisticRegression	CDDD	High	Recall	0.3806
Weighted	1	LogisticRegression	CDDD	Low	Recall	0.39162
Unweighted	1	LogisticRegression	CDDD	Average	Recall	0.40412
Unweighted	1	LogisticRegression	CDDD	Unknown	Recall	0.57491
Unweighted	1	LogisticRegression	CDDD	High	Recall	0.38779
Unweighted	1	LogisticRegression	CDDD	Low	Recall	0.4148
Weighted	2	LogisticRegression	CDDD	High	Recall	0.53336
Weighted	2	LogisticRegression	CDDD	Average	Recall	0.55966
Weighted	2	LogisticRegression	CDDD	Unknown	Recall	0.65921
Weighted	2	LogisticRegression	CDDD	Low	Recall	0.58239
Unweighted	2	LogisticRegression	CDDD	High	Recall	0.51108
Unweighted	2	LogisticRegression	CDDD	Average	Recall	0.53533
Unweighted	2	LogisticRegression	CDDD	Unknown	Recall	0.66642
Unweighted	2	LogisticRegression	CDDD	Low	Recall	0.57476
Weighted	3	LogisticRegression	CDDD	Average	Recall	0.58537
Weighted	3	LogisticRegression	CDDD	Unknown	Recall	0.652
Weighted	3	LogisticRegression	CDDD	Low	Recall	0.58482
Weighted	3	LogisticRegression	CDDD	High	Recall	0.54596
Unweighted	3	LogisticRegression	CDDD	Average	Recall	0.52614
Unweighted	3	LogisticRegression	CDDD	Unknown	Recall	0.62931
Unweighted	3	LogisticRegression	CDDD	Low	Recall	0.5292
Unweighted	3	LogisticRegression	CDDD	High	Recall	0.48358
Weighted	4	LogisticRegression	CDDD	Average	Recall	0.56994
Weighted	4	LogisticRegression	CDDD	High	Recall	0.50638
Weighted	4	LogisticRegression	CDDD	Low	Recall	0.52899
Weighted	4	LogisticRegression	CDDD	Unknown	Recall	0.58554
Unweighted	4	LogisticRegression	CDDD	Average	Recall	0.56928
Unweighted	4	LogisticRegression	CDDD	High	Recall	0.50099
Unweighted	4	LogisticRegression	CDDD	Low	Recall	0.54915
Unweighted	4	LogisticRegression	CDDD	Unknown	Recall	0.59446
Weighted	0	RandomForestClassifier	RDKit	Unknown	Recall	0.49424
Weighted	0	RandomForestClassifier	RDKit	High	Recall	0.47665
Weighted	0	RandomForestClassifier	RDKit	Average	Recall	0.51046
Weighted	0	RandomForestClassifier	RDKit	Low	Recall	0.48691
Unweighted	0	RandomForestClassifier	RDKit	Unknown	Recall	0.51109
Unweighted	0	RandomForestClassifier	RDKit	High	Recall	0.53697
Unweighted	0	RandomForestClassifier	RDKit	Average	Recall	0.54531
Unweighted	0	RandomForestClassifier	RDKit	Low	Recall	0.52556
Weighted	1	RandomForestClassifier	RDKit	Average	Recall	0.39219
Weighted	1	RandomForestClassifier	RDKit	Low	Recall	0.42816
Weighted	1	RandomForestClassifier	RDKit	High	Recall	0.33855
Weighted	1	RandomForestClassifier	RDKit	Unknown	Recall	0.56757
Unweighted	1	RandomForestClassifier	RDKit	Average	Recall	0.41997
Unweighted	1	RandomForestClassifier	RDKit	Low	Recall	0.44578
Unweighted	1	RandomForestClassifier	RDKit	High	Recall	0.35548
Unweighted	1	RandomForestClassifier	RDKit	Unknown	Recall	0.5731
Weighted	4	RandomForestClassifier	RDKit	Unknown	Recall	0.7622
Weighted	4	RandomForestClassifier	RDKit	High	Recall	0.70254
Weighted	4	RandomForestClassifier	RDKit	Low	Recall	0.67445
Weighted	4	RandomForestClassifier	RDKit	Average	Recall	0.71716
Unweighted	4	RandomForestClassifier	RDKit	Unknown	Recall	0.76826
Unweighted	4	RandomForestClassifier	RDKit	High	Recall	0.65286
Unweighted	4	RandomForestClassifier	RDKit	Low	Recall	0.65593
Unweighted	4	RandomForestClassifier	RDKit	Average	Recall	0.68614
Weighted	3	RandomForestClassifier	RDKit	Unknown	Recall	0.52136
Weighted	3	RandomForestClassifier	RDKit	High	Recall	0.48911
Weighted	3	RandomForestClassifier	RDKit	Average	Recall	0.53049
Weighted	3	RandomForestClassifier	RDKit	Low	Recall	0.56196
Unweighted	3	RandomForestClassifier	RDKit	Unknown	Recall	0.54569
Unweighted	3	RandomForestClassifier	RDKit	High	Recall	0.46533
Unweighted	3	RandomForestClassifier	RDKit	Average	Recall	0.51433
Unweighted	3	RandomForestClassifier	RDKit	Low	Recall	0.50547
Weighted	2	RandomForestClassifier	RDKit	Low	Recall	0.58937
Weighted	2	RandomForestClassifier	RDKit	High	Recall	0.56825
Weighted	2	RandomForestClassifier	RDKit	Average	Recall	0.62614
Weighted	2	RandomForestClassifier	RDKit	Unknown	Recall	0.77076
Unweighted	2	RandomForestClassifier	RDKit	Low	Recall	0.57339
Unweighted	2	RandomForestClassifier	RDKit	High	Recall	0.52373
Unweighted	2	RandomForestClassifier	RDKit	Average	Recall	0.57473
Unweighted	2	RandomForestClassifier	RDKit	Unknown	Recall	0.75428
Weighted	0	RandomForestClassifier	MACCS	Low	Recall	0.62255
Weighted	0	RandomForestClassifier	MACCS	High	Recall	0.58868
Weighted	0	RandomForestClassifier	MACCS	Unknown	Recall	0.60357
Weighted	0	RandomForestClassifier	MACCS	Average	Recall	0.66745
Unweighted	0	RandomForestClassifier	MACCS	Low	Recall	0.60703
Unweighted	0	RandomForestClassifier	MACCS	High	Recall	0.56866
Unweighted	0	RandomForestClassifier	MACCS	Unknown	Recall	0.60367
Unweighted	0	RandomForestClassifier	MACCS	Average	Recall	0.65183
Weighted	1	RandomForestClassifier	MACCS	High	Recall	0.43915
Weighted	1	RandomForestClassifier	MACCS	Low	Recall	0.45384
Weighted	1	RandomForestClassifier	MACCS	Unknown	Recall	0.53074
Weighted	1	RandomForestClassifier	MACCS	Average	Recall	0.45159
Unweighted	1	RandomForestClassifier	MACCS	High	Recall	0.4614
Unweighted	1	RandomForestClassifier	MACCS	Low	Recall	0.49225
Unweighted	1	RandomForestClassifier	MACCS	Unknown	Recall	0.55415
Unweighted	1	RandomForestClassifier	MACCS	Average	Recall	0.49128
Weighted	2	RandomForestClassifier	MACCS	Average	Recall	0.52286
Weighted	2	RandomForestClassifier	MACCS	High	Recall	0.53506
Weighted	2	RandomForestClassifier	MACCS	Unknown	Recall	0.65717
Weighted	2	RandomForestClassifier	MACCS	Low	Recall	0.54134
Unweighted	2	RandomForestClassifier	MACCS	Average	Recall	0.50408
Unweighted	2	RandomForestClassifier	MACCS	High	Recall	0.51424
Unweighted	2	RandomForestClassifier	MACCS	Unknown	Recall	0.67759
Unweighted	2	RandomForestClassifier	MACCS	Low	Recall	0.54047
Weighted	3	RandomForestClassifier	MACCS	High	Recall	0.45344
Weighted	3	RandomForestClassifier	MACCS	Low	Recall	0.52785
Weighted	3	RandomForestClassifier	MACCS	Average	Recall	0.56865
Weighted	3	RandomForestClassifier	MACCS	Unknown	Recall	0.50166
Unweighted	3	RandomForestClassifier	MACCS	High	Recall	0.39599
Unweighted	3	RandomForestClassifier	MACCS	Low	Recall	0.47445
Unweighted	3	RandomForestClassifier	MACCS	Average	Recall	0.52445
Unweighted	3	RandomForestClassifier	MACCS	Unknown	Recall	0.51638
Weighted	4	RandomForestClassifier	MACCS	Average	Recall	0.43535
Weighted	4	RandomForestClassifier	MACCS	Low	Recall	0.43526
Weighted	4	RandomForestClassifier	MACCS	High	Recall	0.41129
Weighted	4	RandomForestClassifier	MACCS	Unknown	Recall	0.42083
Unweighted	4	RandomForestClassifier	MACCS	Average	Recall	0.40067
Unweighted	4	RandomForestClassifier	MACCS	Low	Recall	0.42034
Unweighted	4	RandomForestClassifier	MACCS	High	Recall	0.38462
Unweighted	4	RandomForestClassifier	MACCS	Unknown	Recall	0.43409
Weighted	0	RandomForestClassifier	Klek	High	Recall	0.5677
Weighted	0	RandomForestClassifier	Klek	Unknown	Recall	0.58799
Weighted	0	RandomForestClassifier	Klek	Low	Recall	0.59617
Weighted	0	RandomForestClassifier	Klek	Average	Recall	0.57427
Unweighted	0	RandomForestClassifier	Klek	High	Recall	0.58803
Unweighted	0	RandomForestClassifier	Klek	Unknown	Recall	0.58761
Unweighted	0	RandomForestClassifier	Klek	Low	Recall	0.59425
Unweighted	0	RandomForestClassifier	Klek	Average	Recall	0.60572
Weighted	1	RandomForestClassifier	Klek	Low	Recall	0.37585
Weighted	1	RandomForestClassifier	Klek	High	Recall	0.35638
Weighted	1	RandomForestClassifier	Klek	Unknown	Recall	0.40377
Weighted	1	RandomForestClassifier	Klek	Average	Recall	0.37486
Unweighted	1	RandomForestClassifier	Klek	Low	Recall	0.39415
Unweighted	1	RandomForestClassifier	Klek	High	Recall	0.34111
Unweighted	1	RandomForestClassifier	Klek	Unknown	Recall	0.3917
Unweighted	1	RandomForestClassifier	Klek	Average	Recall	0.39144
Weighted	2	RandomForestClassifier	Klek	Average	Recall	0.47326
Weighted	2	RandomForestClassifier	Klek	High	Recall	0.42146
Weighted	2	RandomForestClassifier	Klek	Unknown	Recall	0.56257
Weighted	2	RandomForestClassifier	Klek	Low	Recall	0.48955
Unweighted	2	RandomForestClassifier	Klek	Average	Recall	0.43478
Unweighted	2	RandomForestClassifier	Klek	High	Recall	0.40981
Unweighted	2	RandomForestClassifier	Klek	Unknown	Recall	0.53165
Unweighted	2	RandomForestClassifier	Klek	Low	Recall	0.47737
Weighted	3	RandomForestClassifier	Klek	High	Recall	0.49188
Weighted	3	RandomForestClassifier	Klek	Average	Recall	0.52425
Weighted	3	RandomForestClassifier	Klek	Unknown	Recall	0.40342
Weighted	3	RandomForestClassifier	Klek	Low	Recall	0.46498
Unweighted	3	RandomForestClassifier	Klek	High	Recall	0.42336
Unweighted	3	RandomForestClassifier	Klek	Average	Recall	0.45363
Unweighted	3	RandomForestClassifier	Klek	Unknown	Recall	0.40776
Unweighted	3	RandomForestClassifier	Klek	Low	Recall	0.42518
Weighted	4	RandomForestClassifier	Klek	Low	Recall	0.46282
Weighted	4	RandomForestClassifier	Klek	High	Recall	0.42906
Weighted	4	RandomForestClassifier	Klek	Unknown	Recall	0.54387
Weighted	4	RandomForestClassifier	Klek	Average	Recall	0.44834
Unweighted	4	RandomForestClassifier	Klek	Low	Recall	0.45085
Unweighted	4	RandomForestClassifier	Klek	High	Recall	0.38264
Unweighted	4	RandomForestClassifier	Klek	Unknown	Recall	0.5508
Unweighted	4	RandomForestClassifier	Klek	Average	Recall	0.41903
Weighted	0	RandomForestClassifier	Morgan	High	Recall	0.53443
Weighted	0	RandomForestClassifier	Morgan	Unknown	Recall	0.58385
Weighted	0	RandomForestClassifier	Morgan	Average	Recall	0.59345
Weighted	0	RandomForestClassifier	Morgan	Low	Recall	0.61947
Unweighted	0	RandomForestClassifier	Morgan	High	Recall	0.59331
Unweighted	0	RandomForestClassifier	Morgan	Unknown	Recall	0.58837
Unweighted	0	RandomForestClassifier	Morgan	Average	Recall	0.63752
Unweighted	0	RandomForestClassifier	Morgan	Low	Recall	0.65016
Weighted	1	RandomForestClassifier	Morgan	Unknown	Recall	0.28455
Weighted	1	RandomForestClassifier	Morgan	High	Recall	0.28927
Weighted	1	RandomForestClassifier	Morgan	Low	Recall	0.31284
Weighted	1	RandomForestClassifier	Morgan	Average	Recall	0.2708
Unweighted	1	RandomForestClassifier	Morgan	Unknown	Recall	0.2843
Unweighted	1	RandomForestClassifier	Morgan	High	Recall	0.28905
Unweighted	1	RandomForestClassifier	Morgan	Low	Recall	0.30809
Unweighted	1	RandomForestClassifier	Morgan	Average	Recall	0.26941
Weighted	3	RandomForestClassifier	Morgan	Low	Recall	0.32811
Weighted	3	RandomForestClassifier	Morgan	High	Recall	0.34732
Weighted	3	RandomForestClassifier	Morgan	Average	Recall	0.40054
Weighted	3	RandomForestClassifier	Morgan	Unknown	Recall	0.35163
Unweighted	3	RandomForestClassifier	Morgan	Low	Recall	0.30474
Unweighted	3	RandomForestClassifier	Morgan	High	Recall	0.30292
Unweighted	3	RandomForestClassifier	Morgan	Average	Recall	0.36425
Unweighted	3	RandomForestClassifier	Morgan	Unknown	Recall	0.39569
Weighted	2	RandomForestClassifier	Morgan	High	Recall	0.39503
Weighted	2	RandomForestClassifier	Morgan	Average	Recall	0.42449
Weighted	2	RandomForestClassifier	Morgan	Unknown	Recall	0.58074
Weighted	2	RandomForestClassifier	Morgan	Low	Recall	0.41409
Unweighted	2	RandomForestClassifier	Morgan	High	Recall	0.38133
Unweighted	2	RandomForestClassifier	Morgan	Average	Recall	0.41712
Unweighted	2	RandomForestClassifier	Morgan	Unknown	Recall	0.57111
Unweighted	2	RandomForestClassifier	Morgan	Low	Recall	0.41838
Weighted	4	RandomForestClassifier	Morgan	High	Recall	0.44782
Weighted	4	RandomForestClassifier	Morgan	Low	Recall	0.49152
Weighted	4	RandomForestClassifier	Morgan	Unknown	Recall	0.57848
Weighted	4	RandomForestClassifier	Morgan	Average	Recall	0.45596
Unweighted	4	RandomForestClassifier	Morgan	High	Recall	0.40434
Unweighted	4	RandomForestClassifier	Morgan	Low	Recall	0.42542
Unweighted	4	RandomForestClassifier	Morgan	Unknown	Recall	0.53736
Unweighted	4	RandomForestClassifier	Morgan	Average	Recall	0.40234
Weighted	0	RandomForestClassifier	ChemBERTa	Average	Recall	0.64412
Weighted	0	RandomForestClassifier	ChemBERTa	High	Recall	0.66453
Weighted	0	RandomForestClassifier	ChemBERTa	Low	Recall	0.68142
Weighted	0	RandomForestClassifier	ChemBERTa	Unknown	Recall	0.6903
Unweighted	0	RandomForestClassifier	ChemBERTa	Average	Recall	0.65819
Unweighted	0	RandomForestClassifier	ChemBERTa	High	Recall	0.68662
Unweighted	0	RandomForestClassifier	ChemBERTa	Low	Recall	0.70767
Unweighted	0	RandomForestClassifier	ChemBERTa	Unknown	Recall	0.658
Weighted	2	RandomForestClassifier	ChemBERTa	Average	Recall	0.37812
Weighted	2	RandomForestClassifier	ChemBERTa	Low	Recall	0.34247
Weighted	2	RandomForestClassifier	ChemBERTa	High	Recall	0.40056
Weighted	2	RandomForestClassifier	ChemBERTa	Unknown	Recall	0.4063
Unweighted	2	RandomForestClassifier	ChemBERTa	Average	Recall	0.375
Unweighted	2	RandomForestClassifier	ChemBERTa	Low	Recall	0.34431
Unweighted	2	RandomForestClassifier	ChemBERTa	High	Recall	0.39082
Unweighted	2	RandomForestClassifier	ChemBERTa	Unknown	Recall	0.4207
Weighted	3	RandomForestClassifier	ChemBERTa	High	Recall	0.46062
Weighted	3	RandomForestClassifier	ChemBERTa	Unknown	Recall	0.50357
Weighted	3	RandomForestClassifier	ChemBERTa	Average	Recall	0.5025
Weighted	3	RandomForestClassifier	ChemBERTa	Low	Recall	0.48985
Unweighted	3	RandomForestClassifier	ChemBERTa	High	Recall	0.46898
Unweighted	3	RandomForestClassifier	ChemBERTa	Unknown	Recall	0.51638
Unweighted	3	RandomForestClassifier	ChemBERTa	Average	Recall	0.49578
Unweighted	3	RandomForestClassifier	ChemBERTa	Low	Recall	0.4927
Weighted	1	RandomForestClassifier	ChemBERTa	Unknown	Recall	0.60906
Weighted	1	RandomForestClassifier	ChemBERTa	High	Recall	0.32068
Weighted	1	RandomForestClassifier	ChemBERTa	Low	Recall	0.43906
Weighted	1	RandomForestClassifier	ChemBERTa	Average	Recall	0.38257
Unweighted	1	RandomForestClassifier	ChemBERTa	Unknown	Recall	0.63177
Unweighted	1	RandomForestClassifier	ChemBERTa	High	Recall	0.37882
Unweighted	1	RandomForestClassifier	ChemBERTa	Low	Recall	0.46644
Unweighted	1	RandomForestClassifier	ChemBERTa	Average	Recall	0.42631
Weighted	4	RandomForestClassifier	ChemBERTa	High	Recall	0.67563
Weighted	4	RandomForestClassifier	ChemBERTa	Unknown	Recall	0.80332
Weighted	4	RandomForestClassifier	ChemBERTa	Low	Recall	0.69552
Weighted	4	RandomForestClassifier	ChemBERTa	Average	Recall	0.78013
Unweighted	4	RandomForestClassifier	ChemBERTa	High	Recall	0.65483
Unweighted	4	RandomForestClassifier	ChemBERTa	Unknown	Recall	0.8178
Unweighted	4	RandomForestClassifier	ChemBERTa	Low	Recall	0.69492
Unweighted	4	RandomForestClassifier	ChemBERTa	Average	Recall	0.77295
Weighted	0	RandomForestClassifier	CDDD	Average	Recall	0.50674
Weighted	0	RandomForestClassifier	CDDD	Low	Recall	0.50355
Weighted	0	RandomForestClassifier	CDDD	Unknown	Recall	0.6256
Weighted	0	RandomForestClassifier	CDDD	High	Recall	0.49263
Unweighted	0	RandomForestClassifier	CDDD	Average	Recall	0.55644
Unweighted	0	RandomForestClassifier	CDDD	Low	Recall	0.53994
Unweighted	0	RandomForestClassifier	CDDD	Unknown	Recall	0.61132
Unweighted	0	RandomForestClassifier	CDDD	High	Recall	0.56338
Weighted	1	RandomForestClassifier	CDDD	High	Recall	0.34939
Weighted	1	RandomForestClassifier	CDDD	Unknown	Recall	0.65883
Weighted	1	RandomForestClassifier	CDDD	Low	Recall	0.4006
Weighted	1	RandomForestClassifier	CDDD	Average	Recall	0.42559
Unweighted	1	RandomForestClassifier	CDDD	High	Recall	0.37522
Unweighted	1	RandomForestClassifier	CDDD	Unknown	Recall	0.6769
Unweighted	1	RandomForestClassifier	CDDD	Low	Recall	0.42341
Unweighted	1	RandomForestClassifier	CDDD	Average	Recall	0.44532
Weighted	3	RandomForestClassifier	CDDD	Unknown	Recall	0.54665
Weighted	3	RandomForestClassifier	CDDD	Average	Recall	0.61083
Weighted	3	RandomForestClassifier	CDDD	High	Recall	0.58551
Weighted	3	RandomForestClassifier	CDDD	Low	Recall	0.56714
Unweighted	3	RandomForestClassifier	CDDD	Unknown	Recall	0.57155
Unweighted	3	RandomForestClassifier	CDDD	Average	Recall	0.59022
Unweighted	3	RandomForestClassifier	CDDD	High	Recall	0.56022
Unweighted	3	RandomForestClassifier	CDDD	Low	Recall	0.5365
Weighted	2	RandomForestClassifier	CDDD	High	Recall	0.49886
Weighted	2	RandomForestClassifier	CDDD	Unknown	Recall	0.78048
Weighted	2	RandomForestClassifier	CDDD	Average	Recall	0.54327
Weighted	2	RandomForestClassifier	CDDD	Low	Recall	0.57109
Unweighted	2	RandomForestClassifier	CDDD	High	Recall	0.47627
Unweighted	2	RandomForestClassifier	CDDD	Unknown	Recall	0.80566
Unweighted	2	RandomForestClassifier	CDDD	Average	Recall	0.53804
Unweighted	2	RandomForestClassifier	CDDD	Low	Recall	0.60219
Weighted	4	RandomForestClassifier	CDDD	Low	Recall	0.63872
Weighted	4	RandomForestClassifier	CDDD	Average	Recall	0.65776
Weighted	4	RandomForestClassifier	CDDD	High	Recall	0.66895
Weighted	4	RandomForestClassifier	CDDD	Unknown	Recall	0.62613
Unweighted	4	RandomForestClassifier	CDDD	Low	Recall	0.63051
Unweighted	4	RandomForestClassifier	CDDD	Average	Recall	0.64274
Unweighted	4	RandomForestClassifier	CDDD	High	Recall	0.64103
Unweighted	4	RandomForestClassifier	CDDD	Unknown	Recall	0.62552
Weighted	0	XGBClassifier	RDKit	High	Specificity	0.69234
Weighted	0	XGBClassifier	RDKit	Unknown	Specificity	0.43012
Weighted	0	XGBClassifier	RDKit	Low	Specificity	0.63674
Weighted	0	XGBClassifier	RDKit	Average	Specificity	0.61403
Unweighted	0	XGBClassifier	RDKit	High	Specificity	0.67488
Unweighted	0	XGBClassifier	RDKit	Unknown	Specificity	0.3996
Unweighted	0	XGBClassifier	RDKit	Low	Specificity	0.5937
Unweighted	0	XGBClassifier	RDKit	Average	Specificity	0.5719
Weighted	1	XGBClassifier	RDKit	Average	Specificity	0.78941
Weighted	1	XGBClassifier	RDKit	Low	Specificity	0.7675
Weighted	1	XGBClassifier	RDKit	Unknown	Specificity	0.57937
Weighted	1	XGBClassifier	RDKit	High	Specificity	0.79148
Unweighted	1	XGBClassifier	RDKit	Average	Specificity	0.76344
Unweighted	1	XGBClassifier	RDKit	Low	Specificity	0.74083
Unweighted	1	XGBClassifier	RDKit	Unknown	Specificity	0.55013
Unweighted	1	XGBClassifier	RDKit	High	Specificity	0.77072
Weighted	3	XGBClassifier	RDKit	Unknown	Specificity	0.36098
Weighted	3	XGBClassifier	RDKit	Low	Specificity	0.80885
Weighted	3	XGBClassifier	RDKit	High	Specificity	0.84107
Weighted	3	XGBClassifier	RDKit	Average	Specificity	0.74754
Unweighted	3	XGBClassifier	RDKit	Unknown	Specificity	0.35048
Unweighted	3	XGBClassifier	RDKit	Low	Specificity	0.74115
Unweighted	3	XGBClassifier	RDKit	High	Specificity	0.79587
Unweighted	3	XGBClassifier	RDKit	Average	Specificity	0.69037
Weighted	2	XGBClassifier	RDKit	Unknown	Specificity	0.46281
Weighted	2	XGBClassifier	RDKit	Low	Specificity	0.71631
Weighted	2	XGBClassifier	RDKit	High	Specificity	0.72885
Weighted	2	XGBClassifier	RDKit	Average	Specificity	0.69356
Unweighted	2	XGBClassifier	RDKit	Unknown	Specificity	0.45181
Unweighted	2	XGBClassifier	RDKit	Low	Specificity	0.7047
Unweighted	2	XGBClassifier	RDKit	High	Specificity	0.72331
Unweighted	2	XGBClassifier	RDKit	Average	Specificity	0.68478
Weighted	4	XGBClassifier	RDKit	Low	Specificity	0.73515
Weighted	4	XGBClassifier	RDKit	High	Specificity	0.81508
Weighted	4	XGBClassifier	RDKit	Average	Specificity	0.67686
Weighted	4	XGBClassifier	RDKit	Unknown	Specificity	0.38878
Unweighted	4	XGBClassifier	RDKit	Low	Specificity	0.69767
Unweighted	4	XGBClassifier	RDKit	High	Specificity	0.79249
Unweighted	4	XGBClassifier	RDKit	Average	Specificity	0.6382
Unweighted	4	XGBClassifier	RDKit	Unknown	Specificity	0.36919
Weighted	0	XGBClassifier	MACCS	Unknown	Specificity	0.43132
Weighted	0	XGBClassifier	MACCS	Average	Specificity	0.67047
Weighted	0	XGBClassifier	MACCS	High	Specificity	0.70569
Weighted	0	XGBClassifier	MACCS	Low	Specificity	0.6919
Unweighted	0	XGBClassifier	MACCS	Unknown	Specificity	0.40363
Unweighted	0	XGBClassifier	MACCS	Average	Specificity	0.64298
Unweighted	0	XGBClassifier	MACCS	High	Specificity	0.6913
Unweighted	0	XGBClassifier	MACCS	Low	Specificity	0.63847
Weighted	1	XGBClassifier	MACCS	High	Specificity	0.77443
Weighted	1	XGBClassifier	MACCS	Average	Specificity	0.732
Weighted	1	XGBClassifier	MACCS	Low	Specificity	0.67106
Weighted	1	XGBClassifier	MACCS	Unknown	Specificity	0.46152
Unweighted	1	XGBClassifier	MACCS	High	Specificity	0.71271
Unweighted	1	XGBClassifier	MACCS	Average	Specificity	0.68011
Unweighted	1	XGBClassifier	MACCS	Low	Specificity	0.66993
Unweighted	1	XGBClassifier	MACCS	Unknown	Specificity	0.4657
Weighted	3	XGBClassifier	MACCS	High	Specificity	0.84085
Weighted	3	XGBClassifier	MACCS	Average	Specificity	0.70566
Weighted	3	XGBClassifier	MACCS	Low	Specificity	0.7636
Weighted	3	XGBClassifier	MACCS	Unknown	Specificity	0.50571
Unweighted	3	XGBClassifier	MACCS	High	Specificity	0.84755
Unweighted	3	XGBClassifier	MACCS	Average	Specificity	0.68807
Unweighted	3	XGBClassifier	MACCS	Low	Specificity	0.72566
Unweighted	3	XGBClassifier	MACCS	Unknown	Specificity	0.49163
Weighted	2	XGBClassifier	MACCS	Average	Specificity	0.55973
Weighted	2	XGBClassifier	MACCS	Low	Specificity	0.65629
Weighted	2	XGBClassifier	MACCS	High	Specificity	0.68958
Weighted	2	XGBClassifier	MACCS	Unknown	Specificity	0.46056
Unweighted	2	XGBClassifier	MACCS	Average	Specificity	0.56957
Unweighted	2	XGBClassifier	MACCS	Low	Specificity	0.66219
Unweighted	2	XGBClassifier	MACCS	High	Specificity	0.69935
Unweighted	2	XGBClassifier	MACCS	Unknown	Specificity	0.45432
Weighted	4	XGBClassifier	MACCS	Low	Specificity	0.76326
Weighted	4	XGBClassifier	MACCS	Unknown	Specificity	0.48718
Weighted	4	XGBClassifier	MACCS	Average	Specificity	0.70558
Weighted	4	XGBClassifier	MACCS	High	Specificity	0.76161
Unweighted	4	XGBClassifier	MACCS	Low	Specificity	0.76744
Unweighted	4	XGBClassifier	MACCS	Unknown	Specificity	0.478
Unweighted	4	XGBClassifier	MACCS	Average	Specificity	0.7236
Unweighted	4	XGBClassifier	MACCS	High	Specificity	0.76159
Weighted	1	XGBClassifier	Klek	Unknown	Specificity	0.51239
Weighted	1	XGBClassifier	Klek	Low	Specificity	0.73157
Weighted	1	XGBClassifier	Klek	High	Specificity	0.7847
Weighted	1	XGBClassifier	Klek	Average	Specificity	0.72312
Unweighted	1	XGBClassifier	Klek	Unknown	Specificity	0.51187
Unweighted	1	XGBClassifier	Klek	Low	Specificity	0.72616
Unweighted	1	XGBClassifier	Klek	High	Specificity	0.76243
Unweighted	1	XGBClassifier	Klek	Average	Specificity	0.68011
Weighted	0	XGBClassifier	Klek	High	Specificity	0.7909
Weighted	0	XGBClassifier	Klek	Average	Specificity	0.71035
Weighted	0	XGBClassifier	Klek	Low	Specificity	0.76687
Weighted	0	XGBClassifier	Klek	Unknown	Specificity	0.6651
Unweighted	0	XGBClassifier	Klek	High	Specificity	0.75534
Unweighted	0	XGBClassifier	Klek	Average	Specificity	0.6595
Unweighted	0	XGBClassifier	Klek	Low	Specificity	0.7131
Unweighted	0	XGBClassifier	Klek	Unknown	Specificity	0.63673
Weighted	3	XGBClassifier	Klek	High	Specificity	0.8895
Weighted	3	XGBClassifier	Klek	Average	Specificity	0.71641
Weighted	3	XGBClassifier	Klek	Low	Specificity	0.79418
