Series	Test_Fold	Model	Descriptors	Weight	Metric	Value
Weighted	4	XGBClassifier	ChemBERTa	High	HarmRS	0.53949
Unweighted	4	XGBClassifier	ChemBERTa	Unknown	HarmRS	0.45151
Unweighted	4	XGBClassifier	ChemBERTa	Low	HarmRS	0.55987
Unweighted	4	XGBClassifier	ChemBERTa	Average	HarmRS	0.55315
Unweighted	4	XGBClassifier	ChemBERTa	High	HarmRS	0.52772
Weighted	3	XGBClassifier	ChemBERTa	Average	HarmRS	0.46416
Weighted	3	XGBClassifier	ChemBERTa	Unknown	HarmRS	0.46264
Weighted	3	XGBClassifier	ChemBERTa	Low	HarmRS	0.47746
Weighted	3	XGBClassifier	ChemBERTa	High	HarmRS	0.3863
Unweighted	3	XGBClassifier	ChemBERTa	Average	HarmRS	0.43902
Unweighted	3	XGBClassifier	ChemBERTa	Unknown	HarmRS	0.44608
Unweighted	3	XGBClassifier	ChemBERTa	Low	HarmRS	0.46059
Unweighted	3	XGBClassifier	ChemBERTa	High	HarmRS	0.39872
Weighted	1	XGBClassifier	ChemBERTa	Low	HarmRS	0.47393
Weighted	1	XGBClassifier	ChemBERTa	High	HarmRS	0.35992
Weighted	1	XGBClassifier	ChemBERTa	Average	HarmRS	0.47889
Weighted	1	XGBClassifier	ChemBERTa	Unknown	HarmRS	0.56511
Unweighted	1	XGBClassifier	ChemBERTa	Low	HarmRS	0.46338
Unweighted	1	XGBClassifier	ChemBERTa	High	HarmRS	0.40801
Unweighted	1	XGBClassifier	ChemBERTa	Average	HarmRS	0.49426
Unweighted	1	XGBClassifier	ChemBERTa	Unknown	HarmRS	0.5431
Weighted	0	XGBClassifier	CDDD	Low	HarmRS	0.53698
Weighted	0	XGBClassifier	CDDD	Average	HarmRS	0.53935
Weighted	0	XGBClassifier	CDDD	High	HarmRS	0.49794
Weighted	0	XGBClassifier	CDDD	Unknown	HarmRS	0.48419
Unweighted	0	XGBClassifier	CDDD	Low	HarmRS	0.52991
Unweighted	0	XGBClassifier	CDDD	Average	HarmRS	0.54457
Unweighted	0	XGBClassifier	CDDD	High	HarmRS	0.53331
Unweighted	0	XGBClassifier	CDDD	Unknown	HarmRS	0.46106
Weighted	1	XGBClassifier	CDDD	Unknown	HarmRS	0.56701
Weighted	1	XGBClassifier	CDDD	Average	HarmRS	0.47905
Weighted	1	XGBClassifier	CDDD	Low	HarmRS	0.44754
Weighted	1	XGBClassifier	CDDD	High	HarmRS	0.39478
Unweighted	1	XGBClassifier	CDDD	Unknown	HarmRS	0.56571
Unweighted	1	XGBClassifier	CDDD	Average	HarmRS	0.48379
Unweighted	1	XGBClassifier	CDDD	Low	HarmRS	0.47348
Unweighted	1	XGBClassifier	CDDD	High	HarmRS	0.41159
Weighted	2	XGBClassifier	CDDD	Unknown	HarmRS	0.56468
Weighted	2	XGBClassifier	CDDD	Average	HarmRS	0.57159
Weighted	2	XGBClassifier	CDDD	High	HarmRS	0.54205
Weighted	2	XGBClassifier	CDDD	Low	HarmRS	0.55657
Unweighted	2	XGBClassifier	CDDD	Unknown	HarmRS	0.55217
Unweighted	2	XGBClassifier	CDDD	Average	HarmRS	0.54025
Unweighted	2	XGBClassifier	CDDD	High	HarmRS	0.52188
Unweighted	2	XGBClassifier	CDDD	Low	HarmRS	0.55072
Weighted	3	XGBClassifier	CDDD	Unknown	HarmRS	0.48547
Weighted	3	XGBClassifier	CDDD	Low	HarmRS	0.52832
Weighted	3	XGBClassifier	CDDD	Average	HarmRS	0.55168
Weighted	3	XGBClassifier	CDDD	High	HarmRS	0.485
Unweighted	3	XGBClassifier	CDDD	Unknown	HarmRS	0.46709
Unweighted	3	XGBClassifier	CDDD	Low	HarmRS	0.49571
Unweighted	3	XGBClassifier	CDDD	Average	HarmRS	0.51437
Unweighted	3	XGBClassifier	CDDD	High	HarmRS	0.4473
Weighted	4	XGBClassifier	CDDD	Average	HarmRS	0.6088
Weighted	4	XGBClassifier	CDDD	Unknown	HarmRS	0.42305
Weighted	4	XGBClassifier	CDDD	Low	HarmRS	0.56328
Weighted	4	XGBClassifier	CDDD	High	HarmRS	0.54272
Unweighted	4	XGBClassifier	CDDD	Average	HarmRS	0.58299
Unweighted	4	XGBClassifier	CDDD	Unknown	HarmRS	0.37863
Unweighted	4	XGBClassifier	CDDD	Low	HarmRS	0.55046
Unweighted	4	XGBClassifier	CDDD	High	HarmRS	0.53034
Weighted	0	LogisticRegression	RDKit	Low	HarmRS	0.54066
Weighted	0	LogisticRegression	RDKit	Average	HarmRS	0.54419
Weighted	0	LogisticRegression	RDKit	Unknown	HarmRS	0.53386
Weighted	0	LogisticRegression	RDKit	High	HarmRS	0.53678
Unweighted	0	LogisticRegression	RDKit	Low	HarmRS	0.54298
Unweighted	0	LogisticRegression	RDKit	Average	HarmRS	0.55007
Unweighted	0	LogisticRegression	RDKit	Unknown	HarmRS	0.54236
Unweighted	0	LogisticRegression	RDKit	High	HarmRS	0.55831
Weighted	1	LogisticRegression	RDKit	High	HarmRS	0.42414
Weighted	1	LogisticRegression	RDKit	Average	HarmRS	0.46506
Weighted	1	LogisticRegression	RDKit	Low	HarmRS	0.49625
Weighted	1	LogisticRegression	RDKit	Unknown	HarmRS	0.53567
Unweighted	1	LogisticRegression	RDKit	High	HarmRS	0.44616
Unweighted	1	LogisticRegression	RDKit	Average	HarmRS	0.4653
Unweighted	1	LogisticRegression	RDKit	Low	HarmRS	0.51361
Unweighted	1	LogisticRegression	RDKit	Unknown	HarmRS	0.54314
Weighted	2	LogisticRegression	RDKit	High	HarmRS	0.41685
Weighted	2	LogisticRegression	RDKit	Low	HarmRS	0.47313
Weighted	2	LogisticRegression	RDKit	Unknown	HarmRS	0.54341
Weighted	2	LogisticRegression	RDKit	Average	HarmRS	0.43577
Unweighted	2	LogisticRegression	RDKit	High	HarmRS	0.43021
Unweighted	2	LogisticRegression	RDKit	Low	HarmRS	0.48662
Unweighted	2	LogisticRegression	RDKit	Unknown	HarmRS	0.56379
Unweighted	2	LogisticRegression	RDKit	Average	HarmRS	0.45675
Weighted	3	LogisticRegression	RDKit	Low	HarmRS	0.53728
Weighted	3	LogisticRegression	RDKit	Average	HarmRS	0.53315
Weighted	3	LogisticRegression	RDKit	High	HarmRS	0.48325
Weighted	3	LogisticRegression	RDKit	Unknown	HarmRS	0.51686
Unweighted	3	LogisticRegression	RDKit	Low	HarmRS	0.50797
Unweighted	3	LogisticRegression	RDKit	Average	HarmRS	0.50583
Unweighted	3	LogisticRegression	RDKit	High	HarmRS	0.45138
Unweighted	3	LogisticRegression	RDKit	Unknown	HarmRS	0.51621
Weighted	4	LogisticRegression	RDKit	High	HarmRS	0.58364
Weighted	4	LogisticRegression	RDKit	Average	HarmRS	0.5753
Weighted	4	LogisticRegression	RDKit	Unknown	HarmRS	0.5601
Weighted	4	LogisticRegression	RDKit	Low	HarmRS	0.58193
Unweighted	4	LogisticRegression	RDKit	High	HarmRS	0.53202
Unweighted	4	LogisticRegression	RDKit	Average	HarmRS	0.53166
Unweighted	4	LogisticRegression	RDKit	Unknown	HarmRS	0.56134
Unweighted	4	LogisticRegression	RDKit	Low	HarmRS	0.55324
Weighted	0	LogisticRegression	MACCS	Average	HarmRS	0.56721
Weighted	0	LogisticRegression	MACCS	High	HarmRS	0.51284
Weighted	0	LogisticRegression	MACCS	Unknown	HarmRS	0.56514
Weighted	0	LogisticRegression	MACCS	Low	HarmRS	0.54834
Unweighted	0	LogisticRegression	MACCS	Average	HarmRS	0.57813
Unweighted	0	LogisticRegression	MACCS	High	HarmRS	0.53382
Unweighted	0	LogisticRegression	MACCS	Unknown	HarmRS	0.55913
Unweighted	0	LogisticRegression	MACCS	Low	HarmRS	0.53413
Weighted	1	LogisticRegression	MACCS	Low	HarmRS	0.48397
Weighted	1	LogisticRegression	MACCS	Unknown	HarmRS	0.50014
Weighted	1	LogisticRegression	MACCS	Average	HarmRS	0.483
Weighted	1	LogisticRegression	MACCS	High	HarmRS	0.47161
Unweighted	1	LogisticRegression	MACCS	Low	HarmRS	0.49051
Unweighted	1	LogisticRegression	MACCS	Unknown	HarmRS	0.51603
Unweighted	1	LogisticRegression	MACCS	Average	HarmRS	0.47176
Unweighted	1	LogisticRegression	MACCS	High	HarmRS	0.45042
Weighted	2	LogisticRegression	MACCS	Unknown	HarmRS	0.53515
Weighted	2	LogisticRegression	MACCS	Average	HarmRS	0.47593
Weighted	2	LogisticRegression	MACCS	Low	HarmRS	0.44247
Weighted	2	LogisticRegression	MACCS	High	HarmRS	0.41768
Unweighted	2	LogisticRegression	MACCS	Unknown	HarmRS	0.52323
Unweighted	2	LogisticRegression	MACCS	Average	HarmRS	0.48227
Unweighted	2	LogisticRegression	MACCS	Low	HarmRS	0.45141
Unweighted	2	LogisticRegression	MACCS	High	HarmRS	0.42412
Weighted	3	LogisticRegression	MACCS	Unknown	HarmRS	0.54383
Weighted	3	LogisticRegression	MACCS	Average	HarmRS	0.56294
Weighted	3	LogisticRegression	MACCS	High	HarmRS	0.49918
Weighted	3	LogisticRegression	MACCS	Low	HarmRS	0.52355
Unweighted	3	LogisticRegression	MACCS	Unknown	HarmRS	0.53297
Unweighted	3	LogisticRegression	MACCS	Average	HarmRS	0.52583
Unweighted	3	LogisticRegression	MACCS	High	HarmRS	0.44377
Unweighted	3	LogisticRegression	MACCS	Low	HarmRS	0.46734
Weighted	4	LogisticRegression	MACCS	Low	HarmRS	0.48158
Weighted	4	LogisticRegression	MACCS	Unknown	HarmRS	0.57086
Weighted	4	LogisticRegression	MACCS	High	HarmRS	0.43052
Weighted	4	LogisticRegression	MACCS	Average	HarmRS	0.46832
Unweighted	4	LogisticRegression	MACCS	Low	HarmRS	0.46761
Unweighted	4	LogisticRegression	MACCS	Unknown	HarmRS	0.5799
Unweighted	4	LogisticRegression	MACCS	High	HarmRS	0.42168
Unweighted	4	LogisticRegression	MACCS	Average	HarmRS	0.46059
Weighted	0	LogisticRegression	Klek	Unknown	HarmRS	0.56804
Weighted	0	LogisticRegression	Klek	Low	HarmRS	0.52557
Weighted	0	LogisticRegression	Klek	Average	HarmRS	0.53774
Weighted	0	LogisticRegression	Klek	High	HarmRS	0.47468
Unweighted	0	LogisticRegression	Klek	Unknown	HarmRS	0.55467
Unweighted	0	LogisticRegression	Klek	Low	HarmRS	0.53603
Unweighted	0	LogisticRegression	Klek	Average	HarmRS	0.57455
Unweighted	0	LogisticRegression	Klek	High	HarmRS	0.52378
Weighted	1	LogisticRegression	Klek	High	HarmRS	0.48236
Weighted	1	LogisticRegression	Klek	Average	HarmRS	0.52447
Weighted	1	LogisticRegression	Klek	Unknown	HarmRS	0.54253
Weighted	1	LogisticRegression	Klek	Low	HarmRS	0.5234
Unweighted	1	LogisticRegression	Klek	High	HarmRS	0.46034
Unweighted	1	LogisticRegression	Klek	Average	HarmRS	0.51098
Unweighted	1	LogisticRegression	Klek	Unknown	HarmRS	0.53763
Unweighted	1	LogisticRegression	Klek	Low	HarmRS	0.51779
Weighted	3	LogisticRegression	Klek	High	HarmRS	0.42375
Weighted	3	LogisticRegression	Klek	Unknown	HarmRS	0.51421
Weighted	3	LogisticRegression	Klek	Low	HarmRS	0.41403
Weighted	3	LogisticRegression	Klek	Average	HarmRS	0.4654
Unweighted	3	LogisticRegression	Klek	High	HarmRS	0.40371
Unweighted	3	LogisticRegression	Klek	Unknown	HarmRS	0.52906
Unweighted	3	LogisticRegression	Klek	Low	HarmRS	0.40254
Unweighted	3	LogisticRegression	Klek	Average	HarmRS	0.45964
Weighted	4	LogisticRegression	Klek	High	HarmRS	0.49788
Weighted	4	LogisticRegression	Klek	Low	HarmRS	0.47559
Weighted	4	LogisticRegression	Klek	Average	HarmRS	0.50969
Weighted	4	LogisticRegression	Klek	Unknown	HarmRS	0.55322
Unweighted	4	LogisticRegression	Klek	High	HarmRS	0.46836
Unweighted	4	LogisticRegression	Klek	Low	HarmRS	0.4659
Unweighted	4	LogisticRegression	Klek	Average	HarmRS	0.4889
Unweighted	4	LogisticRegression	Klek	Unknown	HarmRS	0.53534
Weighted	2	LogisticRegression	Klek	High	HarmRS	0.58426
Weighted	2	LogisticRegression	Klek	Average	HarmRS	0.54829
Weighted	2	LogisticRegression	Klek	Low	HarmRS	0.57409
Weighted	2	LogisticRegression	Klek	Unknown	HarmRS	0.56865
Unweighted	2	LogisticRegression	Klek	High	HarmRS	0.57565
Unweighted	2	LogisticRegression	Klek	Average	HarmRS	0.53141
Unweighted	2	LogisticRegression	Klek	Low	HarmRS	0.56566
Unweighted	2	LogisticRegression	Klek	Unknown	HarmRS	0.55865
Weighted	0	LogisticRegression	Morgan	Unknown	HarmRS	0.54337
Weighted	0	LogisticRegression	Morgan	Average	HarmRS	0.60377
Weighted	0	LogisticRegression	Morgan	High	HarmRS	0.58176
Weighted	0	LogisticRegression	Morgan	Low	HarmRS	0.59102
Unweighted	0	LogisticRegression	Morgan	Unknown	HarmRS	0.53362
Unweighted	0	LogisticRegression	Morgan	Average	HarmRS	0.5923
Unweighted	0	LogisticRegression	Morgan	High	HarmRS	0.58103
Unweighted	0	LogisticRegression	Morgan	Low	HarmRS	0.57529
Weighted	1	LogisticRegression	Morgan	High	HarmRS	0.43132
Weighted	1	LogisticRegression	Morgan	Unknown	HarmRS	0.55861
Weighted	1	LogisticRegression	Morgan	Average	HarmRS	0.46348
Weighted	1	LogisticRegression	Morgan	Low	HarmRS	0.47391
Unweighted	1	LogisticRegression	Morgan	High	HarmRS	0.43954
Unweighted	1	LogisticRegression	Morgan	Unknown	HarmRS	0.55704
Unweighted	1	LogisticRegression	Morgan	Average	HarmRS	0.44572
Unweighted	1	LogisticRegression	Morgan	Low	HarmRS	0.48218
Weighted	2	LogisticRegression	Morgan	High	HarmRS	0.56394
Weighted	2	LogisticRegression	Morgan	Unknown	HarmRS	0.61137
Weighted	2	LogisticRegression	Morgan	Low	HarmRS	0.58282
Weighted	2	LogisticRegression	Morgan	Average	HarmRS	0.57317
Unweighted	2	LogisticRegression	Morgan	High	HarmRS	0.52343
Unweighted	2	LogisticRegression	Morgan	Unknown	HarmRS	0.60057
Unweighted	2	LogisticRegression	Morgan	Low	HarmRS	0.5603
Unweighted	2	LogisticRegression	Morgan	Average	HarmRS	0.5343
Weighted	3	LogisticRegression	Morgan	Unknown	HarmRS	0.53154
Weighted	3	LogisticRegression	Morgan	Low	HarmRS	0.44651
Weighted	3	LogisticRegression	Morgan	High	HarmRS	0.4505
Weighted	3	LogisticRegression	Morgan	Average	HarmRS	0.46988
Unweighted	3	LogisticRegression	Morgan	Unknown	HarmRS	0.53506
Unweighted	3	LogisticRegression	Morgan	Low	HarmRS	0.4419
Unweighted	3	LogisticRegression	Morgan	High	HarmRS	0.42649
Unweighted	3	LogisticRegression	Morgan	Average	HarmRS	0.4788
Weighted	4	LogisticRegression	Morgan	High	HarmRS	0.52006
Weighted	4	LogisticRegression	Morgan	Unknown	HarmRS	0.55518
Weighted	4	LogisticRegression	Morgan	Low	HarmRS	0.51283
Weighted	4	LogisticRegression	Morgan	Average	HarmRS	0.54019
Unweighted	4	LogisticRegression	Morgan	High	HarmRS	0.47561
Unweighted	4	LogisticRegression	Morgan	Unknown	HarmRS	0.56282
Unweighted	4	LogisticRegression	Morgan	Low	HarmRS	0.49898
Unweighted	4	LogisticRegression	Morgan	Average	HarmRS	0.5091
Weighted	0	LogisticRegression	ChemBERTa	High	HarmRS	0.47909
Weighted	0	LogisticRegression	ChemBERTa	Unknown	HarmRS	0.5256
Weighted	0	LogisticRegression	ChemBERTa	Average	HarmRS	0.48798
Weighted	0	LogisticRegression	ChemBERTa	Low	HarmRS	0.51554
Unweighted	0	LogisticRegression	ChemBERTa	High	HarmRS	0.50372
Unweighted	0	LogisticRegression	ChemBERTa	Unknown	HarmRS	0.53136
Unweighted	0	LogisticRegression	ChemBERTa	Average	HarmRS	0.51246
Unweighted	0	LogisticRegression	ChemBERTa	Low	HarmRS	0.53428
Weighted	3	LogisticRegression	ChemBERTa	Unknown	HarmRS	0.46718
Weighted	3	LogisticRegression	ChemBERTa	Low	HarmRS	0.48398
Weighted	3	LogisticRegression	ChemBERTa	High	HarmRS	0.42701
Weighted	3	LogisticRegression	ChemBERTa	Average	HarmRS	0.42732
Unweighted	3	LogisticRegression	ChemBERTa	Unknown	HarmRS	0.49436
Unweighted	3	LogisticRegression	ChemBERTa	Low	HarmRS	0.4891
Unweighted	3	LogisticRegression	ChemBERTa	High	HarmRS	0.43693
Unweighted	3	LogisticRegression	ChemBERTa	Average	HarmRS	0.42583
Weighted	1	LogisticRegression	ChemBERTa	High	HarmRS	0.35718
Weighted	1	LogisticRegression	ChemBERTa	Average	HarmRS	0.40239
Weighted	1	LogisticRegression	ChemBERTa	Unknown	HarmRS	0.46692
Weighted	1	LogisticRegression	ChemBERTa	Low	HarmRS	0.42122
Unweighted	1	LogisticRegression	ChemBERTa	High	HarmRS	0.39457
Unweighted	1	LogisticRegression	ChemBERTa	Average	HarmRS	0.43494
Unweighted	1	LogisticRegression	ChemBERTa	Unknown	HarmRS	0.46813
Unweighted	1	LogisticRegression	ChemBERTa	Low	HarmRS	0.459
Weighted	4	LogisticRegression	ChemBERTa	Low	HarmRS	0.48373
Weighted	4	LogisticRegression	ChemBERTa	Average	HarmRS	0.51207
Weighted	4	LogisticRegression	ChemBERTa	Unknown	HarmRS	0.50164
Weighted	4	LogisticRegression	ChemBERTa	High	HarmRS	0.48418
Unweighted	4	LogisticRegression	ChemBERTa	Low	HarmRS	0.47036
Unweighted	4	LogisticRegression	ChemBERTa	Average	HarmRS	0.50608
Unweighted	4	LogisticRegression	ChemBERTa	Unknown	HarmRS	0.50276
Unweighted	4	LogisticRegression	ChemBERTa	High	HarmRS	0.47807
Weighted	2	LogisticRegression	ChemBERTa	Low	HarmRS	0.50742
Weighted	2	LogisticRegression	ChemBERTa	Unknown	HarmRS	0.4723
Weighted	2	LogisticRegression	ChemBERTa	High	HarmRS	0.51421
Weighted	2	LogisticRegression	ChemBERTa	Average	HarmRS	0.48537
Unweighted	2	LogisticRegression	ChemBERTa	Low	HarmRS	0.50727
Unweighted	2	LogisticRegression	ChemBERTa	Unknown	HarmRS	0.48396
Unweighted	2	LogisticRegression	ChemBERTa	High	HarmRS	0.47178
Unweighted	2	LogisticRegression	ChemBERTa	Average	HarmRS	0.48118
Weighted	0	LogisticRegression	CDDD	Unknown	HarmRS	0.51416
Weighted	0	LogisticRegression	CDDD	Average	HarmRS	0.4842
Weighted	0	LogisticRegression	CDDD	Low	HarmRS	0.50671
Weighted	0	LogisticRegression	CDDD	High	HarmRS	0.48524
Unweighted	0	LogisticRegression	CDDD	Unknown	HarmRS	0.51201
Unweighted	0	LogisticRegression	CDDD	Average	HarmRS	0.49607
Unweighted	0	LogisticRegression	CDDD	Low	HarmRS	0.51058
Unweighted	0	LogisticRegression	CDDD	High	HarmRS	0.5065
Weighted	1	LogisticRegression	CDDD	Average	HarmRS	0.51282
Weighted	1	LogisticRegression	CDDD	Unknown	HarmRS	0.57708
Weighted	1	LogisticRegression	CDDD	High	HarmRS	0.5024
Weighted	1	LogisticRegression	CDDD	Low	HarmRS	0.49166
Unweighted	1	LogisticRegression	CDDD	Average	HarmRS	0.50321
Unweighted	1	LogisticRegression	CDDD	Unknown	HarmRS	0.58157
Unweighted	1	LogisticRegression	CDDD	High	HarmRS	0.5016
Unweighted	1	LogisticRegression	CDDD	Low	HarmRS	0.50203
Weighted	2	LogisticRegression	CDDD	High	HarmRS	0.55151
Weighted	2	LogisticRegression	CDDD	Average	HarmRS	0.5762
Weighted	2	LogisticRegression	CDDD	Unknown	HarmRS	0.55581
Weighted	2	LogisticRegression	CDDD	Low	HarmRS	0.56398
Unweighted	2	LogisticRegression	CDDD	High	HarmRS	0.53636
Unweighted	2	LogisticRegression	CDDD	Average	HarmRS	0.55089
Unweighted	2	LogisticRegression	CDDD	Unknown	HarmRS	0.53674
Unweighted	2	LogisticRegression	CDDD	Low	HarmRS	0.55994
Weighted	3	LogisticRegression	CDDD	Average	HarmRS	0.54135
Weighted	3	LogisticRegression	CDDD	Unknown	HarmRS	0.54996
Weighted	3	LogisticRegression	CDDD	Low	HarmRS	0.57441
Weighted	3	LogisticRegression	CDDD	High	HarmRS	0.53116
Unweighted	3	LogisticRegression	CDDD	Average	HarmRS	0.52797
Unweighted	3	LogisticRegression	CDDD	Unknown	HarmRS	0.54898
Unweighted	3	LogisticRegression	CDDD	Low	HarmRS	0.55023
Unweighted	3	LogisticRegression	CDDD	High	HarmRS	0.51255
Weighted	4	LogisticRegression	CDDD	Average	HarmRS	0.57936
Weighted	4	LogisticRegression	CDDD	High	HarmRS	0.53729
Weighted	4	LogisticRegression	CDDD	Low	HarmRS	0.5256
Weighted	4	LogisticRegression	CDDD	Unknown	HarmRS	0.50967
Unweighted	4	LogisticRegression	CDDD	Average	HarmRS	0.54912
Unweighted	4	LogisticRegression	CDDD	High	HarmRS	0.5369
Unweighted	4	LogisticRegression	CDDD	Low	HarmRS	0.52086
Unweighted	4	LogisticRegression	CDDD	Unknown	HarmRS	0.49344
Weighted	0	RandomForestClassifier	RDKit	Unknown	HarmRS	0.52994
Weighted	0	RandomForestClassifier	RDKit	High	HarmRS	0.52919
Weighted	0	RandomForestClassifier	RDKit	Average	HarmRS	0.5648
Weighted	0	RandomForestClassifier	RDKit	Low	HarmRS	0.54936
Unweighted	0	RandomForestClassifier	RDKit	Unknown	HarmRS	0.5326
Unweighted	0	RandomForestClassifier	RDKit	High	HarmRS	0.55289
Unweighted	0	RandomForestClassifier	RDKit	Average	HarmRS	0.5706
Unweighted	0	RandomForestClassifier	RDKit	Low	HarmRS	0.55013
Weighted	1	RandomForestClassifier	RDKit	Average	HarmRS	0.49648
Weighted	1	RandomForestClassifier	RDKit	Low	HarmRS	0.51536
Weighted	1	RandomForestClassifier	RDKit	High	HarmRS	0.45034
Weighted	1	RandomForestClassifier	RDKit	Unknown	HarmRS	0.54121
Unweighted	1	RandomForestClassifier	RDKit	Average	HarmRS	0.50623
Unweighted	1	RandomForestClassifier	RDKit	Low	HarmRS	0.51643
Unweighted	1	RandomForestClassifier	RDKit	High	HarmRS	0.4566
Unweighted	1	RandomForestClassifier	RDKit	Unknown	HarmRS	0.53854
Weighted	4	RandomForestClassifier	RDKit	Unknown	HarmRS	0.48788
Weighted	4	RandomForestClassifier	RDKit	High	HarmRS	0.65597
Weighted	4	RandomForestClassifier	RDKit	Low	HarmRS	0.62472
Weighted	4	RandomForestClassifier	RDKit	Average	HarmRS	0.65176
Unweighted	4	RandomForestClassifier	RDKit	Unknown	HarmRS	0.48287
Unweighted	4	RandomForestClassifier	RDKit	High	HarmRS	0.6071
Unweighted	4	RandomForestClassifier	RDKit	Low	HarmRS	0.58642
Unweighted	4	RandomForestClassifier	RDKit	Average	HarmRS	0.5925
Weighted	3	RandomForestClassifier	RDKit	Unknown	HarmRS	0.54636
Weighted	3	RandomForestClassifier	RDKit	High	HarmRS	0.56329
Weighted	3	RandomForestClassifier	RDKit	Average	HarmRS	0.5572
Weighted	3	RandomForestClassifier	RDKit	Low	HarmRS	0.59291
Unweighted	3	RandomForestClassifier	RDKit	Unknown	HarmRS	0.54677
Unweighted	3	RandomForestClassifier	RDKit	High	HarmRS	0.52297
Unweighted	3	RandomForestClassifier	RDKit	Average	HarmRS	0.53071
Unweighted	3	RandomForestClassifier	RDKit	Low	HarmRS	0.55759
Weighted	2	RandomForestClassifier	RDKit	Low	HarmRS	0.544
Weighted	2	RandomForestClassifier	RDKit	High	HarmRS	0.56195
Weighted	2	RandomForestClassifier	RDKit	Average	HarmRS	0.56548
Weighted	2	RandomForestClassifier	RDKit	Unknown	HarmRS	0.49589
Unweighted	2	RandomForestClassifier	RDKit	Low	HarmRS	0.53355
Unweighted	2	RandomForestClassifier	RDKit	High	HarmRS	0.53504
Unweighted	2	RandomForestClassifier	RDKit	Average	HarmRS	0.52078
Unweighted	2	RandomForestClassifier	RDKit	Unknown	HarmRS	0.49122
Weighted	0	RandomForestClassifier	MACCS	Low	HarmRS	0.59452
Weighted	0	RandomForestClassifier	MACCS	High	HarmRS	0.5823
Weighted	0	RandomForestClassifier	MACCS	Unknown	HarmRS	0.55084
Weighted	0	RandomForestClassifier	MACCS	Average	HarmRS	0.62265
Unweighted	0	RandomForestClassifier	MACCS	Low	HarmRS	0.56535
Unweighted	0	RandomForestClassifier	MACCS	High	HarmRS	0.55666
Unweighted	0	RandomForestClassifier	MACCS	Unknown	HarmRS	0.53995
Unweighted	0	RandomForestClassifier	MACCS	Average	HarmRS	0.60737
Weighted	1	RandomForestClassifier	MACCS	High	HarmRS	0.54225
Weighted	1	RandomForestClassifier	MACCS	Low	HarmRS	0.5174
Weighted	1	RandomForestClassifier	MACCS	Unknown	HarmRS	0.51436
Weighted	1	RandomForestClassifier	MACCS	Average	HarmRS	0.51607
Unweighted	1	RandomForestClassifier	MACCS	High	HarmRS	0.53458
Unweighted	1	RandomForestClassifier	MACCS	Low	HarmRS	0.53538
Unweighted	1	RandomForestClassifier	MACCS	Unknown	HarmRS	0.53642
Unweighted	1	RandomForestClassifier	MACCS	Average	HarmRS	0.52302
Weighted	2	RandomForestClassifier	MACCS	Average	HarmRS	0.56703
Weighted	2	RandomForestClassifier	MACCS	High	HarmRS	0.60095
Weighted	2	RandomForestClassifier	MACCS	Unknown	HarmRS	0.57483
Weighted	2	RandomForestClassifier	MACCS	Low	HarmRS	0.58271
Unweighted	2	RandomForestClassifier	MACCS	Average	HarmRS	0.55676
Unweighted	2	RandomForestClassifier	MACCS	High	HarmRS	0.59424
Unweighted	2	RandomForestClassifier	MACCS	Unknown	HarmRS	0.57249
Unweighted	2	RandomForestClassifier	MACCS	Low	HarmRS	0.58218
Weighted	3	RandomForestClassifier	MACCS	High	HarmRS	0.52667
Weighted	3	RandomForestClassifier	MACCS	Low	HarmRS	0.58234
Weighted	3	RandomForestClassifier	MACCS	Average	HarmRS	0.60166
Weighted	3	RandomForestClassifier	MACCS	Unknown	HarmRS	0.55242
Unweighted	3	RandomForestClassifier	MACCS	High	HarmRS	0.5004
Unweighted	3	RandomForestClassifier	MACCS	Low	HarmRS	0.55103
Unweighted	3	RandomForestClassifier	MACCS	Average	HarmRS	0.57923
Unweighted	3	RandomForestClassifier	MACCS	Unknown	HarmRS	0.55781
Weighted	4	RandomForestClassifier	MACCS	Average	HarmRS	0.53909
Weighted	4	RandomForestClassifier	MACCS	Low	HarmRS	0.52901
Weighted	4	RandomForestClassifier	MACCS	High	HarmRS	0.52316
Weighted	4	RandomForestClassifier	MACCS	Unknown	HarmRS	0.51927
Unweighted	4	RandomForestClassifier	MACCS	Average	HarmRS	0.5117
Unweighted	4	RandomForestClassifier	MACCS	Low	HarmRS	0.52395
Unweighted	4	RandomForestClassifier	MACCS	High	HarmRS	0.50237
Unweighted	4	RandomForestClassifier	MACCS	Unknown	HarmRS	0.5413
Weighted	0	RandomForestClassifier	Klek	High	HarmRS	0.57174
Weighted	0	RandomForestClassifier	Klek	Unknown	HarmRS	0.59013
Weighted	0	RandomForestClassifier	Klek	Low	HarmRS	0.58979
Weighted	0	RandomForestClassifier	Klek	Average	HarmRS	0.57913
Unweighted	0	RandomForestClassifier	Klek	High	HarmRS	0.56043
Unweighted	0	RandomForestClassifier	Klek	Unknown	HarmRS	0.58694
Unweighted	0	RandomForestClassifier	Klek	Low	HarmRS	0.56799
Unweighted	0	RandomForestClassifier	Klek	Average	HarmRS	0.56567
Weighted	1	RandomForestClassifier	Klek	Low	HarmRS	0.5009
Weighted	1	RandomForestClassifier	Klek	High	HarmRS	0.48162
Weighted	1	RandomForestClassifier	Klek	Unknown	HarmRS	0.51377
Weighted	1	RandomForestClassifier	Klek	Average	HarmRS	0.49713
