faers_name	active	count
ascorbic acid/colecalciferol/nicotinamide/panthenol/pyridoxine hydrochloride/retinol palmitate/ribof	ascorbic acid : cholecalciferol : nicotineamide : panthenol : pyridoxine : riboflavin : vitamin a	2
ascorbic acid/copper/tocopherol/xantofyl/zeaxanthin/zinc	ascorbic acid : copper : lutein : tocopherol : zeaxanthin : zinc	2
ascorbic acid/cupric oxide/tocopheryl acetate/xantofyl/zinc oxide	acetate : ascorbic acid : cupric oxide : lutein : tocopherol : zinc	11
ascorbic acid/cyanocobalamin/ferrous fumarate/folic acid	ascorbic acid : cyanocobalamin : ferrous fumarate : folic acid	1
ascorbic acid/ergocalciferol/folic acid/nicotinamide/panthenol/retinol/riboflavin/thiamine hydrochlo	ascorbic acid : ergocalciferol : folic acid : nicotineamide : panthenol : riboflavin : thiamine : vitamin a	18
ascorbic acid/ergocalciferol/nicotinamide/retinol/riboflavin	ascorbic acid : ergocalciferol : multivitamin : nicotineamide : riboflavin : vitamin a	2
ascorbic acid/ergocalciferol/nicotinamide/retinol/riboflavin/thiamine hydrochloride	ascorbic acid : ergocalciferol : nicotineamide : riboflavin : thiamine : vitamin a	10
ascorbic acid/ergocalciferol/retinol	ascorbic acid : ergocalciferol : vitamin a	1
ascorbic acid/ferrous sulfate	ascorbic acid : ferrous sulfate	10
ascorbic acid/folic acid/iron/lysine hydrochloride/nicotinic acid/pyridoxine hydrochloride/riboflavi	ascorbic acid : folic acid : iron : lysine : niacin : pyridoxine : riboflavin	1
ascorbic acid/folic acid/vitamin b nos	ascorbic acid : folic acid : vitamin b	6
ascorbic acid/glucose	ascorbic acid : d-glucose	4
ascorbic acid/hesperidin methyl chalcone/ruscus aculeatus	ascorbic acid : hesperidin	1
ascorbic acid/iron	ascorbic acid : iron	2
ascorbic acid/iron carbonyl	ascorbic acid : iron pentacarbonyl	1
ascorbic acid/macrogol 3350/potassium chloride/sodium ascorbate/sodium chloride/sodium sulfate	ascorbic acid : polyethylene glycol : potassium chloride : sodium ascorbate : sodium chloride : sodium sulfate	2
ascorbic acid/nicotinamide/pyridoxine hydrochloride/riboflavin sodium phosphate/thiamine hydrochlori	ascorbic acid : nicotineamide : pyridoxine : riboflavin : sodium phosphate, monobasic : thiamine	1
ascorbic acid/pyridoxine hydrochloride/biotin/folic acid/colecalciferol/cyanocobalamin /retinol palmi	ascorbic acid : biotin : cholecalciferol : cyanocobalamin : folic acid : pyridoxine : vitamin a	1
ascorbic acid/pyridoxine hydrochloride/biotin/folic acid/colecalciferol/cyanocobalamin/retinol palmi	ascorbic acid : biotin : cholecalciferol : cyanocobalamin : folic acid : pyridoxine : vitamin a	13
ascorbic acid/pyridoxine hydrochloride/biotin/folic acid/nicotinic acid/choline/colecalciferol/retin	ascorbic acid : biotin : cholecalciferol : choline : folic acid : niacin : pyridoxine : vitamin a	1
ascorbic acid/pyridoxine hydrochloride/biotin/folic acid/nicotinic acid/choline/retinol/pantothenic	ascorbic acid : biotin : choline : folic acid : niacin : pantothenic acid : pyridoxine : vitamin a	2
ascorbic acid/pyridoxine hydrochloride/biotin/folic acid/thiamine hydrochloride/cyanocobalamin/riboflavin/nicotinamide/calcium pantothenate	ascorbic acid : biotin : calcium : cyanocobalamin : folic acid : nicotineamide : pantothenic acid : pyridoxine : riboflavin : thiamine	1
ascorbic acid/pyridoxine hydrochloride/biotin/folic acid/thiamine/nicotinic acid/colecalciferol/pant	ascorbic acid : biotin : cholecalciferol : folic acid : niacin : pantothenic acid : pyridoxine : thiamine	1
ascorbic acid/pyridoxine hydrochloride/biotin/folic acid/thiamine/nicotinic acid/colecalciferol/pant [minerals\\vitamins]	ascorbic acid : biotin : cholecalciferol : folic acid : multivitamin : niacin : pantothenic acid : pyridoxine : thiamine	1
ascorbic acid/pyridoxine hydrochloride/folic acid/colecalciferol/copper/zinc/chondroitin sulfate/glu	ascorbic acid : cholecalciferol : chondroitin sulfate : copper : folic acid : glucosamine : pyridoxine : zinc	1
ascorbic acid/pyridoxine hydrochloride/tocopheryl acetate/thiamine hydrochloride/colecalciferol/reti	acetate : ascorbic acid : cholecalciferol : pyridoxine : thiamine : tocopherol : vitamin a	2
ascorbic acid/retinol/tocopherol	ascorbic acid : tocopherol : vitamin a	4
ascorbic acid/rose hips	ascorbic acid	1
ascorbic acid/sodium ascorbate	ascorbic acid : sodium ascorbate	4
ascorbic acid/vaccinium macrocarpon	ascorbic acid : cranberry	12
ascorbic acid/vitamin b complex	ascorbic acid : vitamin b	2
ascorbic acid/vitamin c	ascorbic acid	3
ascorbic acid/vitamin d nos	ascorbic acid : vitamin d	4
ascorbic acid/vitamin e	ascorbic acid	1
ascorbic acid/zinc	ascorbic acid : zinc	4
ascorbic acid;bioflavonoids	ascorbic acid	3
ascorbic acid;bioflavonoids nos	ascorbic acid	1
ascorbic acid;calcium pantothenate	ascorbic acid : calcium : pantothenic acid	14
ascorbic acid;calcium phosphate;citric acid;colecalciferol	ascorbic acid : calcium : cholecalciferol : citric acid	17
ascorbic acid;calcium;magnesium;vitamin b nos	ascorbic acid : calcium : magnesium : vitamin d	1
ascorbic acid;calcium;vitamin b complex	ascorbic acid	2
ascorbic acid;chondroitin sulfate;glucosamine sulfate;manganese	ascorbic acid : chondroitin sulfate : glucosamine : manganese	6
ascorbic acid;colecalciferol	ascorbic acid : cholecalciferol	1
ascorbic acid;colecalciferol;zinc	ascorbic acid : cholecalciferol : zinc	6
ascorbic acid;copper; tocopherol; xantofyl; zeaxanthin; zinc	ascorbic acid : copper : lutein : tocopherol : zeaxanthin : zinc	1
ascorbic acid;copper;tocopherol;xantofyl;zeaxanthin;zinc	ascorbic acid : copper : lutein : tocopherol : zeaxanthin : zinc	13
ascorbic acid;copper;vitamin e nos;xantofyl;zeaxanthin;zinc	ascorbic acid : copper : lutein : vitamin e : zeaxanthin : zinc	2
ascorbic acid;dexpanthenol;ergocalciferol;nicotinamide;pyridoxine hydr	ascorbic acid : dexpanthenol : ergocalciferol : nicotineamide : pyridoxine	1
ascorbic acid;dexpanthenol;ergocalciferol;nicotinamide;pyridoxine hydr (vitamins)	ascorbic acid : dexpanthenol : ergocalciferol : nicotineamide : pyridoxine	3
ascorbic acid;ergocalciferol;nicotinamide;retinol;riboflavin	ascorbic acid : ergocalciferol : multivitamin : nicotineamide : riboflavin : vitamin a	4
ascorbic acid;ergocalciferol;nicotinamide;retinol;riboflavin;thiamine	ascorbic acid : ergocalciferol : nicotineamide : riboflavin : thiamine : vitamin a	1
ascorbic acid;ferrous gluconate	ascorbic acid : ferrous sulfate	1
ascorbic acid;ferrous sulfate;sodium bicarbonate	ascorbic acid : ferrous sulfate : sodium bicarbonate	1
ascorbic acid;macrogol 3350;kcl,sodium ascorbate;nacl;sodium sulfate	ascorbic acid : polyethylene glycol : potassium chloride : sodium ascorbate : sodium chloride : sodium sulfate	2
ascorbic acid;macrogol 3350;potassium chloride;sodium ascorbate;sodium	ascorbic acid : polyethylene glycol : potassium chloride : sodium ascorbate	13
ascorbic acid;macrogol 3350;potassium chloride;sodium ascorbate;sodium [ascorbic acid\\polyethylene glycol 3350\\potassium chloride\\sodium ascorbate\\sodium chloride\\sodium sulfate]	ascorbic acid : polyethylene glycol : potassium chloride : sodium ascorbate : sodium chloride : sodium sulfate	1
ascorbic acid;macrogol 3350;potassium chloride;sodium ascorbate;sodium chloride;sodium sulfate	ascorbic acid : polyethylene glycol : potassium chloride : sodium ascorbate : sodium chloride : sodium sulfate	5
ascorbic acid;macrogol 3350;potassium;sodium	ascorbic acid : polyethylene glycol : potassium	3
ascorbic acid;macrogol 4000;potassium chloride;sodium ascorbate;sodium chloride;sodium sulfate anhydrous	ascorbic acid : polyethylene glycol : potassium chloride : sodium ascorbate : sodium chloride : sodium sulfate	3
ascorbic acid;macrogol;potassium chloride;sodium ascorbate;sodium	ascorbic acid : polyethylene glycol : potassium chloride : sodium ascorbate	1
ascorbic acid;nicotinamide;pyridoxine;riboflavin;thiamine	ascorbic acid : nicotineamide : pyridoxine : riboflavin : thiamine	1
ascorbic acid;retinol;tocopherol	ascorbic acid : tocopherol : vitamin a	2
ascorbic acid;urtica spp.;vaccinium macrocarpon;zinc	ascorbic acid : cranberry : zinc	3
ascorbic acid;vaccinium macrocarpon	ascorbic acid : cranberry	24
ascorbic acid;vitamin b complex	ascorbic acid : vitamin b	5
ascorbic acid;vitamin b nos	ascorbic acid : vitamin d	1
ascorbic acid;zinc	ascorbic acid : zinc	4
ascorbic acid\\aspirin	ascorbic acid : iron	23
ascorbic acid\\bioflavonoids	ascorbic acid	54
ascorbic acid\\biotin\\calcium pantothenate\\cyanocobalamin\\folic acid\\niacinamide\\pyridoxine hydrochloride\\riboflavin\\thiamine hydrochloride	ascorbic acid : biotin : calcium : cyanocobalamin : folic acid : nicotineamide : pantothenic acid : pyridoxine : riboflavin : thiamine	27
ascorbic acid\\biotin\\calcium pantothenate\\cyanocobalamin\\folic acid\\niacinamide\\pyridoxine hydrochloride\\riboflavin\\thiamine mononitrate	ascorbic acid : biotin : calcium : cyanocobalamin : folic acid : nicotineamide : pantothenic acid : pyridoxine : riboflavin : thiamine	161
ascorbic acid\\calcium	ascorbic acid	4
ascorbic acid\\calcium pantothenate	ascorbic acid : calcium : pantothenic acid	3
ascorbic acid\\calcium phosphate\\cholecalciferol\\citric acid monohydrate	ascorbic acid : calcium : cholecalciferol : citric acid	112
ascorbic acid\\chondroitin sulfate (bovine)\\glucosamine sulfate\\manganese	ascorbic acid : chondroitin sulfate : glucosamine : manganese	8
ascorbic acid\\cranberry	ascorbic acid : cranberry	236
ascorbic acid\\cyanocobalamin\\folic acid\\iron	ascorbic acid : cyanocobalamin : folic acid : iron	46
ascorbic acid\\ergocalciferol\\folic acid\\panthenol\\retinol\\riboflavin\\thiamine hydrochloride	ascorbic acid : ergocalciferol : folic acid : panthenol : riboflavin : thiamine : vitamin a	4
ascorbic acid\\ergocalciferol\\niacinamide\\retinol\\riboflavin\\thiamine	ascorbic acid : ergocalciferol : nicotineamide : riboflavin : thiamine : vitamin a	80
ascorbic acid\\ergocalciferol\\retinol	ascorbic acid : ergocalciferol : vitamin a	1
ascorbic acid\\ferrous chloride	ascorbic acid : ferrous chloride	33
ascorbic acid\\ferrous fumarate	ascorbic acid : ferrous sulfate	12
ascorbic acid\\ferrous sulfate	ascorbic acid : ferrous sulfate	131
ascorbic acid\\ferrous sulfate\\sodium bicarbonate	ascorbic acid : ferrous sulfate : sodium bicarbonate	7
ascorbic acid\\hesperidin methylchalcone\\ruscus aculeatus root	ascorbic acid : hesperidin	3
ascorbic acid\\iron	ascorbic acid : iron	173
ascorbic acid\\lutein\\vitamin e\\zinc oxide	ascorbic acid : lutein : vitamin e : zinc	1
ascorbic acid\\niacinamide\\pyridoxine hydrochloride\\riboflavin\\thiamine hydrochloride	ascorbic acid : nicotineamide : pyridoxine : riboflavin : thiamine	3
ascorbic acid\\niacinamide\\pyridoxine\\riboflavin\\thiamine	ascorbic acid : nicotineamide : pyridoxine : riboflavin : thiamine	22
ascorbic acid\\peg-3350\\potassium chloride\\sodium (ascorbate/chloride/sulfate)	ascorbic acid : polyethylene glycol : potassium chloride : sodium ascorbate	98
ascorbic acid\\peg?3350\\potassium chloride\\sodium (ascorbate/chloride/sulfate)	ascorbic acid : polyethylene glycol : potassium chloride : sodium ascorbate	25
ascorbic acid\\phenylephrine	ascorbic acid : phenylephrine	1
ascorbic acid\\polyethylene glycol 3350\\potassium chloride\\sodium ascorbate\\sodium chloride\\sodium sulfate	ascorbic acid : polyethylene glycol : potassium chloride : sodium ascorbate : sodium chloride : sodium sulfate	135
ascorbic acid\\polyethylene glycol 4000\\potassium cl\\sod ascorbate\\sod cl\\sod sulfate	ascorbic acid : polyethylene glycol : potassium chloride : sodium ascorbate : sodium chloride : sodium sulfate	23
ascorbic acid\\rutin	ascorbic acid : rutin	49
ascorbic acid\\sodium ascorbate	ascorbic acid : sodium ascorbate	76
ascorbic acid\\vitamin b complex	ascorbic acid : vitamin b	90
ascorbic acid\\vitamins	ascorbic acid	8
ascorbic acid\\zinc	ascorbic acid : zinc	98
ascorbic acid_calcium pantothenate	ascorbic acid : calcium : pantothenic acid	1
ascorbic acidr	ascorbic acid	1
ascorbic acids	ascorbic acid	1
ascorbic acid~~manganese sulfate~~chondroitin sulfate sodium~~glucosamine sulfate	ascorbic acid : chondroitin sulfate : glucosamine : manganese	2
ascorbic acid~~pyridoxine hydrochloride~~biotin~~folic acid~~colecalciferol~~cyanocobalamin~~ribofla	ascorbic acid : biotin : cholecalciferol : cyanocobalamin : folic acid : pyridoxine : vitamin a	1
ascorbic acid~~pyridoxine hydrochloride~~biotin~~folic acid~~thiamine~~cyanocobalamin~~retinol~~pant	ascorbic acid : biotin : cyanocobalamin : folic acid : pantothenic acid : pyridoxine : thiamine : vitamin a	1
ascorbic acid~~pyridoxine hydrochloride~~biotin~~folic acid~~thiamine~~nicotinic acid~~colecalcifero	ascorbic acid : biotin : cholecalciferol : folic acid : niacin : pantothenic acid : pyridoxine : thiamine	1
ascorbic acid~~pyridoxine hydrochloride~~riboflavin~~nicotinamide~~calcium pantothenate~~thiamine mo	ascorbic acid : calcium : nicotineamide : pantothenic acid : pyridoxine : riboflavin : thiamine	1
ascorbic acid~~pyridoxine hydrochloride~~thiamine hydrochloride~~cyanocobalamin~~riboflavin~~nicotin	ascorbic acid : cyanocobalamin : nicotine : pyridoxine : riboflavin : thiamine	1
ascorbic acid~~pyridoxine hydrochloride~~tocopheryl acetate~~thiamine hydrochloride~~colecalciferol~	acetate : ascorbic acid : cholecalciferol : pyridoxine : thiamine : tocopherol : vitamin a	3
ascorbic acid~~vaccinium macrocarpon fruit	ascorbic acid : cranberry	1
ascorbic acid~~vitamin b complex	ascorbic acid : vitamin b	2
ascorbic aicd	ascorbic acid	1
ascorbic aid/ vitamin c	ascorbic acid	1
ascorbic-acid	ascorbic acid	5
ascorbicacid;vacciniummacrocarpon	ascorbic acid : cranberry	2
ascorbicv acid	ascorbic acid	1
ascorbid acid	ascorbic acid	6
ascorbid acid (vitamin c)	ascorbic acid	3
ascorbin	ascorbic acid	5
ascorbine	ascorbic acid	1
ascorbinezuur	ascorbic acid	36
ascorbinezuur tablet 500mg / brand name not specified	ascorbic acid	5
ascorbinic acid	ascorbic acid	1
ascoribc acid	ascorbic acid	1
ascoril	bromhexine : guaifenesin : salbutamol	22
ascoril plus	bromhexine : guaifenesin : salbutamol	3
ascororbic acid	ascorbic acid	1
ascorutin		68
ascorvic aciid (vitamin c)	ascorbic acid	1
ascorvit	ascorbic acid	5
ascot	acetylsalicylic acid	3
ascotop	zolmitriptan	34
ascotop nasal	zolmitriptan	4
ascover 75	sodium oxybate	1
ascriptin	acetylsalicylic acid	645
ascriptin (acetylsalicylic acid)	acetylsalicylic acid	2
ascriptin (acetylsalicylic acid, aluminium hydroxide, magnesium hydroxide)	acetylsalicylic acid : aluminium glycinate : magnesium carbonate	5
ascriptin (acetylsalicylic acid, magnesium hydroxide, aluminium hydroxide) (acetylsalicylic acid, magnesium hydroxide, aluminium hydroxide)	acetylsalicylic acid : aluminium glycinate : magnesium carbonate	1
ascriptin (acetylsalicylic acid,aluminium hydroxide,magnesium hydrox)	acetylsalicylic acid : aluminium glycinate : magnesium carbonate	1
ascriptin (ascriptin /00058201/)	acetylsalicylic acid	1
ascriptin (ascriptin)	acetylsalicylic acid	8
ascriptin (magnesium hydroxide)	acetylsalicylic acid : magnesium hydroxide	1
ascriptin (united states)	acetylsalicylic acid	3
ascriptin - unknown formula	acetylsalicylic acid	11
ascriptin buffered arthritispain caplets	acetylsalicylic acid	14
ascriptin buffered caps unknown formula	acetylsalicylic acid	25
ascriptin buffered max strength caplets	acetylsalicylic acid	39
ascriptin buffered reg strength tablets	acetylsalicylic acid	69
ascriptin enteric reg strength tablets	acetylsalicylic acid	1
ascriptin maximum strength buffered aspirin	acetylsalicylic acid	2
ascriptin regular strength buffered aspirin	acetylsalicylic acid	7
ascriptin(ascriptin)	acetylsalicylic acid	1
ascription	acetylsalicylic acid	1
ascritpion	acetylsalicylic acid	2
ascrobic acid	ascorbic acid	2
ascrobic acid (ascorbic acid)	ascorbic acid	1
asdol	tramadol	2
asdol                              /00002701/	tramadol	1
asea hct	hydrochlorothiazide : olmesartan	7
aseelastine	azelastine	1
aselastine	azelastine	1
aselastine 0.1% nasal spray	azelastine	1
aselin	azelastine	1
aselin astepro	azelastine	1
aselin nasal spray	azelastine	1
asenapin	asenapine	4
asenapina	asenapine	3
asenapine	asenapine	715
asenapine 10mg q12h	asenapine	1
asenapine maleate	asenapine	732
asenapine maleate - bp	asenapine	541
asenapine maleate 10mg tab (tbd)	asenapine	1
asenapine maleate 2.5mg tab (tbd)	asenapine	9
asenapine maleate 5mg tab (tbd)	asenapine	1
asenapine maleate ? bp	asenapine	180
asenapine maleate sl	asenapine	1
asenapine maleate unk	asenapine	137
asenapine maleate-bipolar disorder	asenapine	26
asenapine maleate-schizophrenia	asenapine	68
asenapine.	asenapine	197
asendin	amoxapine	13
asenepina	asenapine	1
asenta	sertraline	2
asentra	sertraline	90
asentra 50	sertraline	1
asera p	aceclofenac : acetaminophen	9
aserapine	asenapine	1
asertin	sertraline	15
asfepro	azelastine	1
asfuzosin	alfuzosin	1
asg-22ce	enfortumab vedotin	90
asg?22ce	enfortumab vedotin	128
ash mixture		22
ashaaghanda		1
ashawaganda		2
ashgwanda		1
ashlyna	ethinylestradiol : levonorgestrel	221
ashwagan		1
ashwaganda		47
ashwagandha		167
ashwagandha                        /01660201/		19
ashwagandha + magnesium	magnesium	1
ashwagandha [withania somnifera root]		23
ashwagandha [withania somnifera]		40
ashwagandha extract		8
ashwaghanda		21
ashwaghanda and magnesium	magnesium	1
ashylna	ethinylestradiol : levonorgestrel	2
asia		1
asian ginseng		237
asic	dicyclomine : doxylamine	1
asicol		2
asicot	quetiapine	2
asics		1
asilac	lactulose	2
asilix	furosemide	2
asima	doxofylline	82
asima (doxofylline)	doxofylline	1
asimei		5
asini corii colla		1
asiphex	rabeprazole	3
asipirin	acetylsalicylic acid	2
asipirin ec	acetylsalicylic acid	1
asipirin-low	acetylsalicylic acid	1
asipirine	acetylsalicylic acid	1
