SMILES	Cluster_ID	Fold
CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1	354	4
CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1	355	0
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O	356	1
CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1	357	2
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1	358	3
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O	51	2
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO	51	2
CC(C=CC=C(C)C=CC1=C(C)C(=O)C(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)C(=O)C(O)CC1(C)C	359	4
CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl	360	0
CC(CC(Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O)C(=O)O	361	1
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C	362	2
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	363	3
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C	364	4
CC(CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1	365	3
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1	366	1
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1	367	2
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	368	3
CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21	369	4
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1	370	0
CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1	371	1
CC(CN1c2ccccc2Sc2ccccc21)N(C)C	52	4
CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1	372	2
CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1	373	3
CC(COc1ccccc1)N(CCCl)Cc1ccccc1	374	4
CC(CS)C(=O)N1CCCC1C(=O)O	375	0
CC(CSC(=O)c1ccccc1)C(=O)N1CC(Sc2ccccc2)CC1C(=O)O	376	1
CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F	377	2
CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O	378	0
CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1	379	4
CC(Cc1ccccc1)N(C)Cc1ccccc1	380	0
CC(Cc1ccccc1)NC(=O)C(N)CCCCN	381	1
CC(Cc1ccccc1)NCCC#N	382	2
CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1	383	3
CC(Cc1ccccc1)NCc1ccccc1Cl	384	4
CC(Cc1ccccc1)[n+]1cc(N=C([O-])Nc2ccccc2)on1	385	0
CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O	386	1
CC(F)(F)c1cc(F)ccc1-c1sc2cc(O)ccc2c1Oc1ccc(C=CC(=O)O)cc1	387	2
CC(N)C(=O)NC(C)C(=O)NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC21	388	3
CC(N)C(=O)NC(CCC(N)=O)C(=O)O	389	4
CC(N)C(=O)O	390	3
CC(N)C(=O)c1ccccc1	391	1
CC(N)C(O)c1ccc(O)c(O)c1	392	2
CC(N)C(O)c1ccccc1	393	3
CC(N)C12CC3CC(CC(C3)C1)C2	394	4
CC(N)Cc1c[nH]c2ccccc12	395	0
CC(N)Cc1ccc(F)cc1	396	1
CC(N)Cc1ccc(O)cc1	397	2
CC(N)Cc1ccc2c(c1)OCO2	398	3
CC(NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1	399	4
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCC21	17	4
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O	53	3
CC(NC1CCN(c2ccc(CC(=O)O)cc2)C1)c1cccc2ccccc12	400	0
CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12	401	1
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1	402	2
CC(NCCn1cnc2c1c(=O)n(C)c(=O)n2C)C(O)c1ccccc1	403	0
CC(NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O	404	4
CC(NN)c1ccccc1	405	0
CC(Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O	406	1
CC(Nc1ccc2c(c1)OCCn1cc(N3C(=O)OCC3C(F)F)nc1-2)C(N)=O	407	2
CC(Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1	408	3
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	409	4
CC(O)(P(=O)(O)O)P(=O)(O)O	410	0
CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I	411	1
CC(O)C(=O)O	412	2
CC(O)C(=O)[O-]	413	3
CC(O)C(N)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(C(N)=O)C(C)O	414	4
CC(O)C(N)C(=O)O	415	3
CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1	416	1
CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12	417	2
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12	418	3
CC(O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)CC12	419	4
CC(O)C1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)C(C)C12	420	0
CC(O)CN	421	1
CC(O)CO	422	2
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C	423	3
CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C	424	4
CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	54	2
CC(OC1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	54	2
CC(OCC1(c2ccccc2)CCC2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	425	0
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl	426	1
CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O	427	2
CC(S)C(=O)NCC(=O)O	428	0
CC(c1cc2ccccc2s1)N(O)C(N)=O	429	0
CC(c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21	430	1
CC(c1ccccc1)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1	431	2
CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F	432	3
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1	433	4
CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21	434	0
CC1(C)C(C(=O)O)CCC1(CS(=O)(=O)O)C(=O)O	435	1
CC1(C)C(C(=O)O)N2C(=O)CC2S1(=O)=O	436	2
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1	437	3
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1	438	4
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1	46	4
CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21	439	0
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O	440	3
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1	441	2
CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1	442	3
CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1	443	4
CC1(C)OCC(COC(=O)CCc2ccc(OCC(O)CNCCNC(=O)N3CCOCC3)cc2)O1	444	0
CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O	445	1
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O	446	2
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O	447	3
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C	448	4
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O	18	1
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O	18	1
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O	55	1
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O	55	1
CC1(C)c2nc(-c3ccc(F)cc3)c(Nc3ccc(F)cc3)n2CCN1C(=O)CN	449	0
CC1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1	450	1
CC1(N)CCN(c2cccnc2NC(=O)c2nc(-c3ncccc3C(F)(F)F)cnc2N)CC1	451	2
CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1	452	0
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C	453	4
CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=CC21C	454	0
CC1(O)Cc2oc3cc(O)c(O)c(C(=O)O)c3c(=O)c2CO1	455	1
CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1	456	2
CC12C=CC(=O)C(Cl)=C1CCC1C2CCC2(C)C1CCC2(C)O	457	3
CC12C=CC(=O)C=C1C(F)CC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F	458	4
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	19	1
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O	0	0
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)OCCl	0	0
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12	459	0
CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12	460	1
CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O	461	2
CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O	462	3
CC12CC3CC(C)(C1)CC(N)(C3)C2	463	4
CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1	464	3
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O	56	0
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)[O-]	56	0
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1	465	1
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	43	1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO	20	0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O	20	0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CS	20	0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12	466	2
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12	15	0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12	467	3
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCC3CCCC3)CCC12	1	1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCc3ccccc3)CCC12	1	1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O	468	4
CC12CCC(CC1=O)C2(C)C	469	0
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12	470	1
CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC#N	471	2
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O	472	3
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O	473	4
CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O	474	0
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O	475	1
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O	476	2
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O	477	0
CC12CCC3c4ccc(O)cc4CCC3C1C(O)C(O)C2O	478	4
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O	479	0
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O	480	1
CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCC1	57	4
CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O	481	2
CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O	482	3
CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O	483	4
CC12Cc3cn[nH]c3CC1CCC1C2CCC2(C)C1CCC2(C)O	484	0
CC12OC(=O)C1(C(O)C1C=CCCC1)NC(=O)C2CCCl	485	1
CC12OC(CC1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O	486	2
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1	487	3
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1	21	4
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1	21	4
CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1	488	4
CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1	489	3
CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O	490	1
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1	491	2
CC1=CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C	492	3
CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1	493	4
CC1=CC(=O)c2ccccc2C1=O	494	0
CC1=CC2(C=O)C(CC1)C2(C)C	495	1
CC1=CCC(C(C)(C)O)CC1	496	2
CC1=CCC(C(C)(C)O)CC1O	497	3
CC1=CCC(C(C)=Cc2csc(C)n2)OC(=O)CC(O)C(C)(C)C(=O)C(C)C(O)C(C)CCC1	498	4
CC1=NCCC(C(=O)O)N1	499	0
CC1C(c2ccccc2)CC(NC(=O)c2cnc3c(c2)CC2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F	500	1
CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1	501	2
CC1CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C	502	4
CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1	503	0
CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1	504	0
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1	505	1
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1	506	2
CC1CC2C(C(=O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12	19	1
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12	507	3
CC1CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO	508	4
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)CO	58	3
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF	59	2
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO	58	3
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO	509	0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl	22	3
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO	22	3
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC2(C)C1(O)C(=O)CCl	510	1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO	22	3
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO	19	1
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O	511	2
CC1CCC(C(C)C)C(O)C1	512	3
CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1	513	4
CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C	514	3
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CC(O)C5(C)C4CCC3(C)C1C2C	515	1
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4	516	2
CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4	517	3
CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	518	4
CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12	519	0
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1	520	1
CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12	60	1
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	521	2
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23	522	3
CC1CN(C(=O)c2ccc(NC(=O)c3cc(OC(C)c4c(Cl)ccc(F)c4Cl)c(N)nn3)cc2)CC(C)N1	523	4
CC1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1	524	0
CC1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12	525	1
CC1CNCCc2ccc(Cl)cc21	526	2
CC1COC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12	60	1
CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	527	0
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	528	0
CC1N=C(N)NC(N(C)C)=N1	529	1
CC1NCCOC1c1cccc(F)c1	530	2
CC1NCCOC1c1ccccc1	531	3
CC1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21	532	4
CC1OC(C)OC(C)O1	533	0
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O	61	0
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O	534	1
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O	535	2
CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(C)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O	536	3
CC1OCC2(c3cc(NC(=O)c4cnc(C(F)F)cn4)ccc3F)N=C(N)SCC12	537	4
CC1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21	538	0
CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21	539	3
CC=C(C)C(=O)OC1C(C)=CC23C(=O)C(C=C(CO)C(O)C12O)C1C(CC3C)C1(C)C	540	2
CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2	541	3
CC=CC(=O)N(CC)c1ccccc1C	542	4
CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1	21	4
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1	543	0
CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1	544	1
CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C	545	2
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1	546	3
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1	547	4
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1	548	0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	6	2
CCC(=O)N(c1ccccc1)C1CCNCC1	549	1
CCC(=O)NCC1CC1c1cccc2c1CCO2	550	2
CCC(=O)NCCC1CCc2ccc3c(c21)CCO3	551	0
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1	552	4
CCC(=O)Nc1ccc(Cl)c(Cl)c1	553	0
CCC(=O)O	554	1
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C	555	2
CCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C	556	3
CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C	59	2
CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C	557	4
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C	1	1
CCC(=O)c1c(O)cc(O)cc1O	558	0
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2	44	1
CCC(Br)(CC)C(=O)NC(N)=O	559	1
CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O	560	2
CCC(C(N)=O)N1CCCC1=O	561	3
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	562	4
CCC(C)(C)c1ccc(CC(C)CN2CC(C)OC(C)C2)cc1	563	3
CCC(C)(CN(C)C)OC(=O)c1ccccc1	564	1
CCC(C)C(N)C(=O)O	565	2
CCC(C)C1(CC)C(=O)NC(=O)NC1=O	23	2
CCC(CC)C(NC(C)=O)C1C(N=C(N)N)CC(C(=O)O)C1O	566	3
CCC(CC)CC1(C(=O)Nc2ccccc2SC(=O)C(C)C)CCCCC1	567	4
CCC(CC)COC(=O)C(C)NP(=O)(OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(O)C1O)Oc1ccccc1	568	0
CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C	48	1
CCC(CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C)C(C)C	569	1
CCC(CO)NCCNC(CC)CO	570	2
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C	571	3
CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]	62	4
CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12	572	4
CCC(Nc1ncnc2nc[nH]c12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1	573	0
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	574	1
CCC(Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O	575	2
CCC(c1cccc(O)c1)C(C)CN(C)C	576	0
CCC1(C)CC(=O)NC1=O	577	4
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O	578	0
CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1	579	1
CCC1(CC)C(=O)NC(=O)NC1=O	580	2
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1	581	3
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(N)=O)C(O)C5(CC)C=CCN6CCC43C65)C2)C1	582	4
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	583	0
CCC1(c2cccc(O)c2)CCCCN(C)C1	584	1
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	585	2
CCC1(c2ccccc2)C(=O)NCNC1=O	586	3
CCC1(c2ccccc2)NC(=O)N(C)C1=O	587	4
CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32	588	3
CCC1=CC2C(C1)CC2(CN)CC(=O)O	589	1
CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2	590	2
CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCC(N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C	591	3
CCC1C(=O)OCC1Cc1cncn1C	592	4
CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21	593	0
CCC1C(O)C2C3CCC(C(C)CCC(=O)O)C3(C)CCC2C2(C)CCC(O)CC12	594	1
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O	595	2
CCC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OCC(C)(C)CCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1	596	3
