metric	null_hypothesis	null_rejected	outcome	effect_size	w_stat	p_value	r_stat
ROC AUC	PRR == ROR	False	PRR == ROR	Negligible	158351.0	0.41058090944279313	0.033398953135253096
ROC AUC	PRR == IC	False	PRR == IC	Negligible	154125.5	0.12938885046175871	-0.06151223150812136
ROC AUC	ROR == IC	False	ROR == IC	Negligible	147794.0	0.015921545363253114	-0.09784065070426834
