metric	null_hypothesis	null_rejected	outcome	effect_size	w_stat	p_value	r_stat
HarmRS	Cred == Card	True	Cred > Card	Small	139792.0	0.00024409841397091665	0.14879054969478314
HarmRS	Cred == Cvas	True	Cred > Cvas	Medium	107542.0	1.7393971316516626e-17	0.3451644821969524
HarmRS	Card == Cvas	True	Card > Cvas	Small	126863.5	2.031454298178146e-08	0.2275136624499551
