metric	null_hypothesis	null_rejected	outcome	effect_size	w_stat	p_value	r_stat
HarmRS	Mono == Primary	False	Mono == Primary	Negligible	161390.5	0.6702262092389327	0.01727481694600478
HarmRS	Mono == Secondary	True	Mono > Secondary	Medium	101630.0	8.434978858721361e-21	0.3796334447343924
HarmRS	Primary == Secondary	True	Primary > Secondary	Medium	90408.5	1.530464812828796e-28	0.4494923201047328
