metric	null_hypothesis	null_rejected	outcome	effect_size	w_stat	p_value	r_stat
ROC AUC	Mono == Primary	True	Mono < Primary	Medium	96449.5	2.556410771682414e-24	-0.41270798130641945
ROC AUC	Mono == Secondary	True	Mono < Secondary	Medium	106021.0	2.3656048703899536e-18	-0.35442602487403146
ROC AUC	Primary == Secondary	False	Primary == Secondary	Negligible	162767.0	0.8265046742458716	0.008893151268819168
