metric	null_hypothesis	null_rejected	outcome	effect_size	w_stat	p_value	r_stat
ROC AUC	Cred == Card	False	Cred == Card	Negligible	158250.0	0.36955135365076563	0.03639768004749509
ROC AUC	Cred == Cvas	True	Cred > Cvas	Small	139191.0	0.00017086649447605145	0.15245010732063752
ROC AUC	Card == Cvas	True	Card > Cvas	Small	138857.5	0.00017347087852876054	0.15239054464435595
