Params	Value	Number	Test_Fold	Model	Descriptors
n_estimators: 975 | max_depth: 5 | learning_rate: 0.02660445 | max_leaves: 7 | subsample: 0.9590998 | colsample_bytree: 0.7672854 | gamma: 4.311282 | reg_alpha: 1.888038 | reg_lambda: 3.930467	0.42468	0	0	XGBClassifier	RDKit
n_estimators: 325 | max_depth: 2 | learning_rate: 0.01613331 | max_leaves: 10 | subsample: 0.7589088 | colsample_bytree: 0.7959837 | gamma: 2.966062 | reg_alpha: 3.763496 | reg_lambda: 2.569838	0.27574	1	0	XGBClassifier	RDKit
n_estimators: 950 | max_depth: 11 | learning_rate: 0.02485655 | max_leaves: 8 | subsample: 0.729918 | colsample_bytree: 0.6818731 | gamma: 0.8575512 | reg_alpha: 3.417685 | reg_lambda: 3.645608	0.50361	2	0	XGBClassifier	RDKit
n_estimators: 825 | max_depth: 6 | learning_rate: 0.02047959 | max_leaves: 11 | subsample: 0.5075494 | colsample_bytree: 0.6173143 | gamma: 1.841581 | reg_alpha: 0.3658709 | reg_lambda: 2.575848	0.49496	3	0	XGBClassifier	RDKit
n_estimators: 875 | max_depth: 9 | learning_rate: 0.01249842 | max_leaves: 3 | subsample: 0.8738887 | colsample_bytree: 0.5678865 | gamma: 1.864303 | reg_alpha: 2.012478 | reg_lambda: 0.9386844	0.34095	4	0	XGBClassifier	RDKit
n_estimators: 625 | max_depth: 12 | learning_rate: 0.05220692 | max_leaves: 4 | subsample: 0.9076863 | colsample_bytree: 0.9712428 | gamma: 0.9507849 | reg_alpha: 0.4197753 | reg_lambda: 2.943725	0.49952	5	0	XGBClassifier	RDKit
n_estimators: 150 | max_depth: 9 | learning_rate: 0.01215679 | max_leaves: 12 | subsample: 0.8908281 | colsample_bytree: 0.8544684 | gamma: 2.847652 | reg_alpha: 4.950749 | reg_lambda: 2.829586	0.2469	6	0	XGBClassifier	RDKit
n_estimators: 875 | max_depth: 4 | learning_rate: 0.006139665 | max_leaves: 5 | subsample: 0.6032699 | colsample_bytree: 0.6799547 | gamma: 0.06614543 | reg_alpha: 1.947054 | reg_lambda: 0.06796009	0.33305	7	0	XGBClassifier	RDKit
n_estimators: 775 | max_depth: 10 | learning_rate: 0.005254603 | max_leaves: 11 | subsample: 0.6139024 | colsample_bytree: 0.7724108 | gamma: 4.41854 | reg_alpha: 1.031163 | reg_lambda: 4.6372	0.37308	8	0	XGBClassifier	RDKit
n_estimators: 1000 | max_depth: 6 | learning_rate: 0.04108587 | max_leaves: 0 | subsample: 0.7372534 | colsample_bytree: 0.5273178 | gamma: 3.840082 | reg_alpha: 2.091514 | reg_lambda: 3.20703	0.40801	9	0	XGBClassifier	RDKit
n_estimators: 525 | max_depth: 11 | learning_rate: 0.09785624 | max_leaves: 8 | subsample: 0.7797191 | colsample_bytree: 0.6671755 | gamma: 0.5006869 | reg_alpha: 3.505009 | reg_lambda: 1.450855	0.51034	10	0	XGBClassifier	RDKit
n_estimators: 500 | max_depth: 12 | learning_rate: 0.08307568 | max_leaves: 8 | subsample: 0.7889621 | colsample_bytree: 0.6514551 | gamma: 0.2314407 | reg_alpha: 3.408724 | reg_lambda: 1.522377	0.51947	11	0	XGBClassifier	RDKit
n_estimators: 475 | max_depth: 12 | learning_rate: 0.0996988 | max_leaves: 8 | subsample: 0.795782 | colsample_bytree: 0.6576637 | gamma: 0.326406 | reg_alpha: 3.283595 | reg_lambda: 1.346923	0.52034	12	0	XGBClassifier	RDKit
