SMILES	y_true	y_pred	y_score	Test_Fold	Mean	Min	5 Nearest	9 Nearest	Max	Evaluation
Brc1c(NC2=NCCN2)ccc2nccnc12	1	1	0.84763813	0	0.9275294196569438	0.7894736842105263	0.8009542958822937	0.8123444710225807	1.0	No-demo
C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O	1	1	0.69155085	0	0.9044082715500709	0.7272727272727273	0.7863653013653014	0.7976147270193868	1.0	No-demo
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl	0	1	0.59834987	0	0.8820234805310875	0.75	0.7657592256503326	0.773059493832331	1.0	No-demo
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C	0	1	0.6840221	0	0.8806785910576301	0.7313432835820896	0.742205643476934	0.7501898844178142	1.0	No-demo
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)C)CC(O)CC1O	1	1	0.8137625	0	0.9177769912703506	0.7974683544303798	0.8109394799789438	0.8173385707904468	1.0	No-demo
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(O)C2CC2)CC(O)CC1O	0	1	0.81958616	0	0.9221541545188918	0.7721518987341772	0.7972453147177243	0.805895207568753	1.0	No-demo
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O	0	1	0.8075906	0	0.9203340380338885	0.8048780487804879	0.8088043938752042	0.8131858976624364	1.0	No-demo
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C	0	1	0.80723536	0	0.9266280719937481	0.7922077922077922	0.8115374200536769	0.8243755872369223	1.0	No-demo
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O	1	1	0.80318385	0	0.9216724003347121	0.8024691358024691	0.8171893538560205	0.8233282628014411	1.0	No-demo
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C	0	1	0.8093104	0	0.9230136312449039	0.7948717948717948	0.8071534598849723	0.8172966243696868	1.0	No-demo
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C	0	1	0.8155085	0	0.8786149411178706	0.26744186046511625	0.6530385295379175	0.7020346378632765	1.0	No-demo
C=CC(N)CCC(=O)O	1	1	0.53739476	0	0.923838552377301	0.625	0.6971370967741934	0.7265731298197928	1.0	No-demo
C=CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOCC(=O)O)c3csc(N)n3)C2SC1	0	1	0.5398266	0	0.8918033862879301	0.5747126436781609	0.6963102601033635	0.7265826231343473	1.0	No-demo
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5	1	1	0.748169	0	0.897262504683096	0.7066666666666667	0.7596130404702974	0.7774292464961756	1.0	No-demo
C=CCN1CCC23c4c5ccc(O)c4OC2C(OCCOCCOCCOCCOCCOCCOCCOC)CCC3(O)C1C5	0	1	0.7210634	0	0.8938073639940869	0.7325581395348837	0.772082880971741	0.7864942043172345	1.0	No-demo
C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1	1	1	0.66992307	0	0.9074181478179499	0.7802197802197802	0.7882077549481183	0.7925671714552684	0.989247311827957	No-demo
C=c1c(N)c(O)c2c(c1O)N1CC3NC3C1(OC)C=2COC(N)=O	0	1	0.7043545	0	0.8964210195370026	0.7752808988764045	0.7942060325806318	0.8051833092029456	1.0	No-demo
CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1	0	1	0.7425696	0	0.9058534312803976	0.7976190476190477	0.8049483036422765	0.8087897981053369	1.0	No-demo
CC(=O)C1(O)C=C2C(=O)c3c(c(O)c4ccccc4c3O)C(=O)C2C(OC2CC(N)C(O)C(C)O2)C1	1	1	0.756755	0	0.888610599209632	0.7662337662337663	0.775361887630026	0.7848673274954537	0.9857142857142858	No-demo
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	0	1	0.67298913	0	0.9237313631579176	0.47058823529411764	0.6392840405410679	0.6908665894872505	1.0	No-demo
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O	1	1	0.66601455	0	0.8913010232491075	0.7115384615384616	0.7692070429570429	0.7816855817646956	1.0	No-demo
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	1	1	0.6888209	0	0.920600122416438	0.7017543859649122	0.7722700691121742	0.7874693857149997	1.0	No-demo
CC(=O)NCCCS(=O)(=O)O	1	1	0.6827799	0	0.919948814941577	0.7441860465116279	0.759406489646042	0.7696627441725226	1.0	No-demo
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1N1CCCCC1	1	1	0.64270455	0	0.9223478132765197	0.7849462365591398	0.7975282509559113	0.8037922243138333	1.0	No-demo
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1	1	1	0.61371243	0	0.925159560247314	0.7647058823529411	0.7754285442639535	0.7817696116781724	1.0	No-demo
CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2	1	1	0.731385	0	0.8756246222545391	0.5857142857142857	0.7306071810702421	0.7535495229086009	0.984375	No-demo
CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341	1	1	0.7340158	0	0.8884134914791707	0.7051282051282052	0.7488047996660436	0.7646090530622055	0.9841269841269841	No-demo
CC(=O)Oc1ccccc1C(=O)O	1	1	0.6641057	0	0.8745287657808807	0.5833333333333334	0.6492504652969769	0.6806569686414647	1.0	No-demo
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1	1	1	0.8003979	0	0.8715560185039657	0.5714285714285714	0.7033292316106097	0.7237462746809444	1.0	No-demo
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1	0	1	0.8524035	0	0.8729914699338676	0.575	0.6640834499987818	0.6917059052699784	1.0	No-demo
CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2	0	1	0.8517163	0	0.9045015005751883	0.75	0.7851010101010101	0.8009484766449573	1.0	No-demo
CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C	1	1	0.7304699	0	0.8985158912760408	0.6714285714285714	0.7035916592933663	0.7271730275114856	1.0	No-demo
CC(C)(N)Cc1ccccc1	1	1	0.75806546	0	0.8922789659099538	0.6666666666666666	0.7153765877678921	0.7359791087546396	1.0	No-demo
CC(C)(NC(=O)C1CC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C(O5)C1=O)c1nc(-c2ccccc2)no1	0	1	0.7797464	0	0.8798352864812882	0.6847826086956522	0.7498422211072644	0.7662545555611451	0.9879518072289156	No-demo
CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1	0	1	0.77333117	0	0.8605698164693272	0.671875	0.6962488738738738	0.7077619653429807	1.0	No-demo
CC(C)Cc1ccc(C(C)C(=O)O)cc1	1	1	0.85338813	0	0.8758490216976295	0.5789473684210527	0.6595620835033319	0.6906098463949415	1.0	No-demo
CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1	0	1	0.83482486	0	0.9044873004188999	0.75	0.7617930431907809	0.7721370283103747	1.0	No-demo
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1	1	1	0.8556732	0	0.9046642627146786	0.782608695652174	0.786015412978539	0.7917766324770583	1.0	No-demo
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1	1	1	0.697342	0	0.8750435033464917	0.3088235294117647	0.5274444206848747	0.6140479586752152	1.0	No-demo
CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1	1	1	0.74959266	0	0.8783366668125309	0.375	0.6596654196158885	0.7102966581765652	1.0	No-demo
CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O	1	1	0.8488945	0	0.8833074949834696	0.7746478873239436	0.7888032374688527	0.7930040004407294	1.0	No-demo
CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C	1	1	0.7856471	0	0.917681564342967	0.7866666666666666	0.8003236767607822	0.8085398649241243	1.0	No-demo
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	0	1	0.66074294	0	0.9029464522196262	0.7567567567567568	0.7626996541133163	0.7680992344665649	1.0	No-demo
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	1	1	0.6316029	0	0.8991488145321045	0.7246376811594203	0.7577131233231386	0.7623955119361296	1.0	No-demo
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C	0	1	0.67150486	0	0.9122015013721688	0.7534246575342466	0.759465149043956	0.7670179347577948	1.0	No-demo
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1	1	1	0.8789581	0	0.8712143689254919	0.5686274509803921	0.603418175096933	0.6339458843948189	1.0	No-demo
CC(Cc1ccccc1)NC(=O)C(N)CCCCN	1	1	0.8575824	0	0.8683016976418176	0.575	0.6813216971276672	0.6996159029068013	1.0	No-demo
