SMILES	y_true	y_pred	y_score	Test_Fold	Mean	Min	5 Nearest	9 Nearest	Max	Evaluation
C=CC(N)CCC(=O)O	0	0	0.24124035	0	0.9256782391048585	0.625	0.625	0.625	1.0	Combined
CC(C)Cc1ccc(C(C)C(=O)O)cc1	0	0	0.26303184	0	0.8749595844058977	0.5789473684210527	0.5789473684210527	0.5789473684210527	1.0	Combined
CC(N)Cc1ccccc1	1	0	0.39406556	0	0.8864929035124356	0.5757575757575758	0.5757575757575758	0.5757575757575758	1.0	Combined
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	0	0	0.44892412	0	0.8587258817672734	0.578125	0.578125	0.578125	1.0	Combined
CCCCN1CC(O)C(O)C(O)C1CO	0	1	0.5625033	0	0.9033256660353008	0.7222222222222222	0.7222222222222222	0.7222222222222222	1.0	Combined
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O	1	1	0.5003023	0	0.8540808910084947	0.5897435897435898	0.6878117316473482	0.6988481523200465	1.0	Combined
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5	1	0	0.32191724	0	0.8766949016714575	0.7323943661971831	0.7325821596244132	0.7329160146061554	1.0	Combined
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5	0	0	0.23288593	0	0.8998942355765953	0.7083333333333334	0.7083333333333334	0.7083333333333333	1.0	Combined
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5	0	0	0.48586494	0	0.898690463015834	0.6987951807228916	0.7095979423311223	0.7288028518568656	1.0	Combined
COCC(NC(C)=O)C(=O)NCc1ccccc1	1	0	0.49537513	0	0.8633331658348932	0.6585365853658537	0.6585365853658537	0.6585365853658537	1.0	Combined
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2	1	0	0.2983728	0	0.8967136963713721	0.7706422018348624	0.7706422018348624	0.7706422018348623	0.9861111111111112	Combined
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	1	1	0.66396314	0	0.9051235403267341	0.7532467532467533	0.7532467532467533	0.7532467532467533	1.0	Combined
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314	1	0	0.43638486	0	0.8772789796451539	0.625	0.625	0.625	1.0	Combined
Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1	1	0	0.3088423	0	0.8945855039757225	0.7446808510638298	0.7446808510638298	0.7446808510638298	1.0	Combined
Clc1cccc(Cl)c1NC1=NCCN1	1	0	0.34902906	0	0.9115070315572353	0.7272727272727273	0.7272727272727273	0.7272727272727274	1.0	Combined
Cn1c(=O)c2[nH]cnc2n(C)c1=O	1	0	0.42294508	0	0.9104428059892733	0.7317073170731707	0.7317073170731707	0.7317073170731706	1.0	Combined
FCOC(C(F)(F)F)C(F)(F)F	1	0	0.41591376	0	0.9609526330143854	0.8421052631578947	0.8421052631578947	0.8421052631578947	1.0	Combined
N=C(N=C(N)NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1	1	0	0.36907196	0	0.9139003778372328	0.7733333333333333	0.7733333333333333	0.7912115505335843	1.0	Combined
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1	1	1	0.57397306	0	0.8792807992112636	0.6938775510204082	0.6938775510204082	0.6938775510204083	1.0	Combined
C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O	0	0	0.34960762	0	0.9046559416350786	0.7272727272727273	0.7272727272727273	0.7272727272727274	1.0	Combined
C=CC(N)CCC(=O)O	0	0	0.24657705	0	0.9256782391048585	0.625	0.625	0.625	1.0	Combined
C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1	1	1	0.64397657	0	0.9086674618864096	0.7802197802197802	0.7813948427809814	0.7817430094657817	0.989247311827957	Combined
CC(C)Cc1ccc(C(C)C(=O)O)cc1	0	0	0.2782661	0	0.8749595844058977	0.5789473684210527	0.5789473684210527	0.5789473684210527	1.0	Combined
CC(Cc1ccccc1)NC(=O)C(N)CCCCN	0	1	0.71659994	0	0.8684408272259383	0.575	0.6688461538461539	0.6792735042735044	1.0	Combined
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	1	0	0.44632977	0	0.8587258817672734	0.578125	0.578125	0.578125	1.0	Combined
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5	1	0	0.28746703	0	0.8998942355765953	0.7083333333333334	0.7083333333333334	0.7083333333333333	1.0	Combined
COC(=O)C(c1ccccc1)C1CCCCN1	0	1	0.5353871	0	0.852357370455462	0.6785714285714286	0.6785714285714286	0.6785714285714287	1.0	Combined
COCC(NC(C)=O)C(=O)NCc1ccccc1	1	0	0.49547154	0	0.8633331658348932	0.6585365853658537	0.6585365853658537	0.6585365853658537	1.0	Combined
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	1	1	0.6838018	0	0.9051235403267341	0.7532467532467533	0.7532467532467533	0.7532467532467533	1.0	Combined
COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(CC(O)(C(=O)CO)CC1OC1CC(N)C(O)C(C)O1)C3=O	1	0	0.47637773	0	0.8812825120690216	0.7739130434782608	0.7739130434782608	0.7739130434782608	1.0	Combined
COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(CC(O)(C(C)=O)CC1OC1CC(N)C(O)C(C)O1)C3=O	1	0	0.38359535	0	0.8893532389094759	0.7684210526315789	0.7684210526315789	0.768421052631579	0.9873417721518988	Combined
Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1	0	0	0.33791134	0	0.8945855039757225	0.7446808510638298	0.7446808510638298	0.7446808510638298	1.0	Combined
Clc1ccc2nsnc2c1NC1=NCCN1	1	0	0.31191927	0	0.9254321626388388	0.8035714285714286	0.8035714285714286	0.8093915343915343	1.0	Combined
Clc1cccc(Cl)c1NC1=NCCN1	1	0	0.35907066	0	0.9115070315572353	0.7272727272727273	0.7272727272727273	0.7272727272727274	1.0	Combined
FCOC(C(F)(F)F)C(F)(F)F	1	0	0.44644326	0	0.9609526330143854	0.8421052631578947	0.8421052631578947	0.8421052631578947	1.0	Combined
NCC1CCC(C(=O)O)CC1	1	0	0.2473247	0	0.9161757072047928	0.75	0.75	0.75	1.0	Combined
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1	0	0	0.35840958	0	0.8755751431401925	0.7567567567567568	0.7567567567567568	0.7567567567567569	1.0	Combined
O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1	1	0	0.46761414	0	0.8926311600550484	0.7361111111111112	0.7444444444444445	0.7469135802469136	0.9818181818181818	Combined
CC(C)Cc1ccc(C(C)C(=O)O)cc1	0	0	0.2877279	0	0.8749595844058977	0.5789473684210527	0.5789473684210527	0.5789473684210527	1.0	Combined
CC(Cc1ccccc1)NC(=O)C(N)CCCCN	1	1	0.7301613	0	0.8684408272259383	0.575	0.6688461538461539	0.6792735042735044	1.0	Combined
CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1	0	0	0.37108785	0	0.9295560647203635	0.8160919540229885	0.8270481780386401	0.8282655362626014	1.0	Combined
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1	1	1	0.5104325	0	0.8867575700858574	0.7241379310344828	0.7241379310344828	0.7241379310344829	1.0	Combined
COC(=O)C(c1ccccc1)C1CCCCN1	1	1	0.54425323	0	0.852357370455462	0.6785714285714286	0.6785714285714286	0.6785714285714287	1.0	Combined
COCC(NC(C)=O)C(=O)NCc1ccccc1	1	1	0.51061827	0	0.8633331658348932	0.6585365853658537	0.6585365853658537	0.6585365853658537	1.0	Combined
COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(CC(O)(C(=O)CO)CC1OC1CC(N)C(O)C(C)O1)C3=O	1	0	0.4468318	0	0.8812825120690216	0.7739130434782608	0.7739130434782608	0.7739130434782608	1.0	Combined
COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(CC(O)(C(C)=O)CC1OC1CC(N)C(O)C(C)O1)C3=O	1	0	0.3568036	0	0.8893532389094759	0.7684210526315789	0.7684210526315789	0.768421052631579	0.9873417721518988	Combined
Clc1cccc(Cl)c1NC1=NCCN1	1	0	0.37183374	0	0.9115070315572353	0.7272727272727273	0.7272727272727273	0.7272727272727274	1.0	Combined
FCOC(C(F)(F)F)C(F)(F)F	1	0	0.43062472	0	0.9609526330143854	0.8421052631578947	0.8421052631578947	0.8421052631578947	1.0	Combined
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1	0	0	0.4116305	0	0.8755751431401925	0.7567567567567568	0.7567567567567568	0.7567567567567569	1.0	Combined
Brc1c(NC2=NCCN2)ccc2nccnc12	1	0	0.4411707	0	0.925404611713518	0.7894736842105263	0.7894736842105263	0.7894736842105264	1.0	Combined
